script,style,weight,family,subfamily,variant,format,file,source,source_folders,duplicate_count,sha256
03-Mixed,06-General,02-Light,FarhangDot1,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\FarhangDot1\02-Static\04-WOFF2\FarhangDot1-Light.woff2,Iranfont\Farhang-2-Pro\Farhang-2-Pro\FarhangDot1\Webfonts\fonts\woff2\FarhangDot1-Light.woff2,Iranfont,0,0165e776ec319cfe937a724ef09a8134384c11a137306451f2988b57e97ceba5
04-Latin,06-General,03-Regular,IPT Arabic Style,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\IPT Arabic Style\02-Static\01-TrueType\IArabics.ttf,500.Font.Collection\IArabics.ttf,500.Font.Collection,0,016ae0e925110dd6d249f8c7ebb1755fa995ce19515bf9f8cc6842f70a503842
01-Persian-Arabic,06-General,08-Black,Farsi_numerals,iranyekanwebblackfanum,02-Static,05-EOT,01-Persian-Arabic\06-General\08-Black\Farsi_numerals\02-Static\05-EOT\iranyekanwebblackfanum.eot,Iranfont\IRAN yekan\Farsi_numerals\WebFonts\fonts\eot\iranyekanwebblackfanum.eot,+Unsorted | Fonts | Iranfont,3,0170791b15b8c269092bdb1cc9eb9ccd53b60788e5a88ac7a32c723286c30a3e
03-Mixed,06-General,04-Medium,Dima Classic,Medium,02-Static,03-WOFF,03-Mixed\06-General\04-Medium\Dima Classic\02-Static\03-WOFF\DimaClassicMedium.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaClassicMedium\DimaClassicMedium.woff,+Unsorted,0,0180bb2ccc37399e22b2124e9c3be387aea0ad36cef238e36cf1147078488614
04-Latin,06-General,03-Regular,Alamanda,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\Alamanda\02-Static\01-TrueType\Alamanda.ttf,English\Alamanda.ttf,English,0,01826b98b6f6ea63ab7cfda2c67bb7e6b3a5d9cdbf56c399998028102d5798e8
03-Mixed,06-General,06-Bold,Anjoman-FaNum,Condensed ExtraBold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Anjoman-FaNum\02-Static\04-WOFF2\Anjoman-FaNum-CondensedExtraBold.woff2,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\02- Woff2\Anjoman-FaNum-CondensedExtraBold.woff2,+Unsorted | Fonts | Iranfont,2,018363c01ce48f4c3b8cab11bc0066b8e86337cf21a02f3fbeb041bd0d6cdca5
03-Mixed,06-General,08-Black,AriaWeb[NoEng],Black,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\AriaWeb[NoEng]\02-Static\04-WOFF2\AriaWebNoEng-Black.woff2,Fonts\Aria\Source 2\None English\Webfont[NoEng]\woff2\AriaWebNoEng-Black.woff2,Fonts | Iranfont,1,018c51aff7b2803e5041d64ba58b67b34181823e4b84958689e818074693b97a
04-Latin,06-General,03-Regular,LeviReBrushed,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\LeviReBrushed\02-Static\01-TrueType\LeviRe.ttf,+Mixed Fonts\LeviRe.ttf,+Mixed Fonts,0,018f2ccf85d9de5d77ad5eaae4b357fc3f80bfb3cdf63a7975b8905df42286b0
03-Mixed,06-General,03-Regular,MRT_Meem Medium,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Meem Medium\02-Static\01-TrueType\Meem Medium_MRT.ttf,Farsi\Meem Medium_MRT.ttf,384.Font.Farsi | Farsi,1,0197bc2d254ff7b2089714ff484839157ede2b071d5019a454d740610828a80d
03-Mixed,06-General,06-Bold-Italic,Anjoman,UltraBold Italic,02-Static,01-TrueType,03-Mixed\06-General\06-Bold-Italic\Anjoman\02-Static\01-TrueType\Anjoman-UltraBoldItalic.ttf,Fonts\Anjoman_Pro\01 - Anjoman Font Family\02- Italic\Anjoman-UltraBoldItalic.ttf,+Unsorted | Fonts | Iranfont,2,0199ba2b5f7f319135607895309423f9e2b9220e14dfdd6c72d7b26e891f755c
03-Mixed,01-Sans-Modern,06-Bold,IRANSansXFaNum,ExtraBold,02-Static,02-OpenType,03-Mixed\01-Sans-Modern\06-Bold\IRANSansXFaNum\02-Static\02-OpenType\IRANSansXFaNum-ExtraBold.otf,+Unsorted\IranSansX(Pro)\IranSansX(Pro)\Farsi numerals\Otf fonts\IRANSansXFaNum-ExtraBold.otf,+Unsorted | Fonts,1,019a3d2090c79a6a46c9a90b1ab9138e3a23f8a848d51ea897fbfbfab0d5ee55
03-Mixed,06-General,03-Regular,MRT_Shafigh 2,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Shafigh 2\02-Static\01-TrueType\Shafigh 2_MRT.ttf,Farsi\Shafigh 2_MRT.ttf,384.Font.Farsi | Farsi,1,019e7a3be68e3ca879a557c8df4fb7d7d7556afad9e2b717ebab377107540b8b
03-Mixed,06-General,05-SemiBold,AriaWeb[NoEng],SemiBold,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold\AriaWeb[NoEng]\02-Static\04-WOFF2\AriaWebNoEng-SemiBold.woff2,Fonts\Aria\Source 2\None English\Webfont[NoEng]\woff2\AriaWebNoEng-SemiBold.woff2,Fonts | Iranfont,1,01add605994347150084ca4ba2d29229a9d13d6bcad7194b6fb9ce988dc99200
03-Mixed,06-General,02-Light,IRANYekanX,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\IRANYekanX\02-Static\04-WOFF2\IRANYekanX-Light.woff2,Iranfont\IRANYekanX Pro\IRANYekanX Pro\Webfonts\woff2\IRANYekanX-Light.woff2,Iranfont,0,01b2838fca5fe4bca2a972a01040b5eb2629b5300ee097190b4b4769ace3dd62
04-Latin,06-General,09-Other,Aviny2,Aviny2,02-Static,05-EOT,04-Latin\06-General\09-Other\Aviny2\02-Static\05-EOT\Aviny2.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Aviny2\fonts\Aviny2.eot,+Unsorted,0,01b756e638b10a60fc95c10d09f96a7e04d44f0e79d5b4d771df46efc9090da3
03-Mixed,06-General,06-Bold,Yekan Bakh NoEn,Bold,02-Static,03-WOFF,03-Mixed\06-General\06-Bold\Yekan Bakh NoEn\02-Static\03-WOFF\YekanBakhNoEn-Bold.woff,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh NoEn\webfonts\woff\YekanBakhNoEn-Bold.woff,Iranfont,0,01c04828815ceba723c21817418499cb3e24b19a890fb11cd141ad345d1c9504
03-Mixed,06-General,02-Light,Bonyade Koodak NoEn,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Bonyade Koodak NoEn\02-Static\04-WOFF2\BonyadeKoodakNoEn-Light.woff2,Iranfont\BonyadeKoodak Pro __fontiranir_\BonyadeKoodak Pro [@fontiranir]\Bonyade Koodak\Bonyade Koodak NoEn\Webfonts\woff2\BonyadeKoodakNoEn-Light.woff2,Iranfont,0,01cd136dfc532c19c47d2ac75a52a20ff15e78905412a09b47dac6ab8d1c97ed
03-Mixed,06-General,08-Black,Yekan Bakh,ExtraBlack Condensed,02-Static,02-OpenType,03-Mixed\06-General\08-Black\Yekan Bakh\02-Static\02-OpenType\YekanBakh-ExtraBlackCondensed.otf,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh Family\otf\YekanBakh-ExtraBlackCondensed.otf,Iranfont,0,01d9eb5dbce70fabd64e07d6212431c7f27a46c9b132b5f6016f11089b36cfcd
04-Latin,06-General,03-Regular,B e s m e l l a h 1,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\B e s m e l l a h 1\02-Static\01-TrueType\Besmellah 1.ttf,+Unsorted\WorkSpace\BesmelahFont\BesmelahFont\Besmellah 1.ttf,+Unsorted,0,01da42e6e28512ddf09a06caae3c24479dd8b08513eb0919b0f6e7f7cacb01b9
03-Mixed,06-General,09-Other,Kahroba-LC,UL-LC-EX,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-LC\02-Static\01-TrueType\Kahroba-UL-LC-EX.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-UL-LC-EX.ttf,Iranfont,0,01eb9c1a6c1d4205e7f454a174bf19c220ad54802810d11d51193fd40ca234e8
03-Mixed,06-General,09-Other,Kahroba-ELC,L-ELC-EX,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-ELC\02-Static\01-TrueType\Kahroba-L-ELC-EX.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-L-ELC-EX.ttf,Iranfont,0,01ebbfc7e653842ba6766c76e31669239924d202c2c5516f518737999122c93a
03-Mixed,06-General,08-Black,Ravi,ExtraBlack,02-Static,03-WOFF,03-Mixed\06-General\08-Black\Ravi\02-Static\03-WOFF\Ravi-ExtraBlack.woff,Iranfont\Ravi-Pro\Pro\Ravi Family\Webfonts\fonts\woff\Ravi-ExtraBlack.woff,Iranfont,0,01efa1a24764476458c049dafb17b177cb95384942ad2dc2bf2e3f0cfc2ee9c5
03-Mixed,06-General,02-Light,Veno,ExtraLight,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Veno\02-Static\01-TrueType\Veno-ExtraLight.ttf,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Font Family\Veno-ExtraLight.ttf,Iranfont,0,01f4468fd2c9c0f2b2fbc57314ea6650911dd3ab718f88747898ccda39caf361
04-Latin,06-General,03-Regular,NPIClassAval,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\NPIClassAval\02-Static\01-TrueType\NPIClassAval.ttf,500.Font.Collection\NPIClassAval.ttf,500.Font.Collection,0,01f62d1a9b7f574bde1057430ad807bbd1ca044ea33e22c2ff9754bf4d574a89
03-Mixed,06-General,06-Bold,Vazeh App,Bold,02-Static,02-OpenType,03-Mixed\06-General\06-Bold\Vazeh App\02-Static\02-OpenType\vazeh_bold.otf,+Unsorted\vazeh (reza b)\vazeh_bold.otf,+Unsorted | Fonts,1,0209a1e6ca1fbcfc3470aace6d3fb42d56fd35988b618730c8efaa158fe0b64a
03-Mixed,06-General,02-Light,bon,Extralight,02-Static,01-TrueType,03-Mixed\06-General\02-Light\bon\02-Static\01-TrueType\bon-Extralight.ttf,Iranfont\bon (Pro) __FontiranIR_\bon (Pro) [@FontiranIR]\01 FontFamily\bon-Extralight.ttf,Iranfont,2,020c2278494244d92157f5844d5e74810e918044fc3c60eb6307971bee5b8b69
03-Mixed,06-General,04-Medium,Farhang,Medium,02-Static,03-WOFF,03-Mixed\06-General\04-Medium\Farhang\02-Static\03-WOFF\Farhang-Medium.woff,NEW\Farhang-@Mim_Font\Farhang\Webfonts\fonts\woff\Farhang-Medium.woff,+Unsorted | Fonts | NEW,3,021094733cff5f459716262c5438aaa4cca1049e94623200dd0c44c79eb31038
01-Persian-Arabic,06-General,03-Regular,Dima Classic Bold,Regular,02-Static,02-OpenType,01-Persian-Arabic\06-General\03-Regular\Dima Classic Bold\02-Static\02-OpenType\DimaClassic Bold.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaClassic Bold\fonts\DimaClassic Bold.otf,+Unsorted,0,02146d4cfc74f003bd142d3711217db42e488e529211b340c39d5bded61637dd
04-Latin,06-General,03-Regular,OMEGLE,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\OMEGLE\02-Static\02-OpenType\OMEGLE.otf,English\OMEGLE.otf,English,0,021a5cd429ead94f185cd92daad1bb601f05a186985cbb9697d9f1d5926fc3a1
03-Mixed,06-General,09-Other,Kahroba-LC,BL-LC,02-Static,04-WOFF2,03-Mixed\06-General\09-Other\Kahroba-LC\02-Static\04-WOFF2\Kahroba BL-LC.woff2,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\woff2(web)\Kahroba BL-LC.woff2,Iranfont,0,0223838295d7fb72a6dce709d234ef433d7815f66ed83b6959ae2f838f3d6711
04-Latin,06-General,02-Light,MaxTF-LightSC,Regular,02-Static,02-OpenType,04-Latin\06-General\02-Light\MaxTF-LightSC\02-Static\02-OpenType\MaxTF-LightSC.otf,English\MaxTF-LightSC.otf,English,0,0225f6dffd8792b77d681ede064f0c7d9818736eaec2d259ba57e8c9c052fdc1
03-Mixed,06-General,06-Bold,Veno,ExtraBold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Veno\02-Static\04-WOFF2\Veno-ExtraBold.woff2,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Farsi Numerals\Webfonts\woff2\Veno-ExtraBold.woff2,Iranfont,0,022b40ac29932ecac311f373de365e32f55bab5fa40eb07eabfe23e7f038cc03
03-Mixed,06-General,05-SemiBold,DanaFaNum,DemiBold,02-Static,01-TrueType,03-Mixed\06-General\05-SemiBold\DanaFaNum\02-Static\01-TrueType\DanaFaNum-DemiBold.ttf,Fonts\Dana\Source v3.2\Farsi numerals\DanaFaNum-DemiBold.ttf,Fonts,0,022cea493b958ad9ddfa8071a111b22e1c00b44543e72dc5c5d96352f0e64b4b
03-Mixed,06-General,02-Light,TKT-touba,Light,02-Static,02-OpenType,03-Mixed\06-General\02-Light\TKT-touba\02-Static\02-OpenType\TKT-Touba light.otf,Fonts\TKT-Touba-Family\TKT-Touba light.otf,Fonts,0,022eb4815e7aad777073fb8a945482137b1376cbcb7a8acabd60afa7d7c22288
03-Mixed,06-General,04-Medium,DarabFaNum,Bold-medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\DarabFaNum\02-Static\04-WOFF2\DarabFaNum-Bold-medium.woff2,Iranfont\darab pro\Farsi numerals\Webfonts\woff2\DarabFaNum-Bold-medium.woff2,Iranfont,0,02321a6b28e6e1b6c522dd7b9637504bc58dfe0a214e4b9a58e7fed2f7f04b55
03-Mixed,06-General,05-SemiBold,FarhangNoEn,DemiBoldSharp,02-Static,03-WOFF,03-Mixed\06-General\05-SemiBold\FarhangNoEn\02-Static\03-WOFF\FarhangNoEn-DemiBoldSharp.woff,NEW\Farhang-@Mim_Font\NonEnglish\Webfonts\FarhangNoEn-DemiBoldSharp.woff,Fonts | NEW,1,0235aa1d461628c9dff38a4d2a1a8bc325356ca9b4b15e94ca1593925529e9ad
03-Mixed,06-General,02-Light,Bidad,ExtraLight,02-Static,03-WOFF,03-Mixed\06-General\02-Light\Bidad\02-Static\03-WOFF\Bidad-ExtraLight.woff,Fonts\Bidad v1.0\Bidad-woff\Bidad-ExtraLight.woff,Fonts,0,02454c7df2059429887cd29427e4da7da44f2142893de75d7b20109e66474ad1
03-Mixed,06-General,03-Regular,Mahoor-Regular-FD,Mahoor-Regular-FD-ELC,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mahoor-Regular-FD\02-Static\01-TrueType\Mahoor-Regular-FD-ELC.ttf,Iranfont\Mahoor v1.0\Mahoor-v1.0\Statics\FD(FarsiDigits)\Mahoor-Regular-FD-ELC.ttf,Iranfont,0,0248a980f432b253cde994583426f5314c13b5bb21a992697590c1ec55202f18
03-Mixed,06-General,04-Medium,Darab,Medium-tall,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\Darab\02-Static\01-TrueType\Darab-Medium-tall.ttf,Iranfont\darab pro\Darab family\Darab-Medium-tall.ttf,Iranfont,0,024967d7a837efe8066220dc5fd1dbe6dd204e7b371cb22a9fe4579bea4bc167
03-Mixed,06-General,03-Regular,Dima Salam,Regular,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Dima Salam\02-Static\02-OpenType\DimaSalam.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaSalam\fonts\DimaSalam.otf,+Unsorted,0,02528d058c405fc13a5ab0c2d29bd61394920bd3d581a6d4f95b487acc566b8e
03-Mixed,06-General,05-SemiBold,dana-fanum,demibold,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold\dana-fanum\02-Static\04-WOFF2\dana-fanum-demibold.woff2,Fonts\Dana\Source v2.0\farsi numral\webfonts\fonts\woff2\dana-fanum-demibold.woff2,Fonts | Iranfont,2,025377ee226269fbf4f3f2391cab007cae8b7db6749d3d3852cef0db5f4bcb97
03-Mixed,06-General,05-SemiBold-Italic,Anjoman-NoEn,SemiBold Italic,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold-Italic\Anjoman-NoEn\02-Static\04-WOFF2\Anjoman-NoEn-SemiBoldItalic.woff2,Fonts\Anjoman_Pro\03 - Anjoman Non English\02- Woff2\Anjoman-NoEn-SemiBoldItalic.woff2,+Unsorted | Fonts | Iranfont,2,0253a5823712747a937eff02e4eaa5eceba48fd77da2f05e0e400f6980e31915
03-Mixed,06-General,03-Regular,Dubai,Regular,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Dubai\02-Static\02-OpenType\Dubai Regular @i_font (1).otf,+Mixed Fonts\family dubai\@i_font family dubai\Dubai Regular @i_font (1).otf,+Mixed Fonts,0,025504c5514f902ce95e39d1c765f8bc65561d89c46024ef20e3f5d59503b2e2
03-Mixed,06-General,01-Thin,Quarantine,Thin,02-Static,01-TrueType,03-Mixed\06-General\01-Thin\Quarantine\02-Static\01-TrueType\Quarantine-Thin.ttf,Iranfont\Quarantine Pro __FontiranIR_\Quarantine Pro [@FontiranIR]\01 Font Family\instance-ttf\Quarantine-Thin.ttf,Iranfont,0,0256c8270d2072dc12f2ef1eb066c9feb093bd2589833666c1cee40670ecb51d
03-Mixed,06-General,03-Regular,Veno,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Veno\02-Static\01-TrueType\Veno-Regular.ttf,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Farsi Numerals\Veno-Regular.ttf,Iranfont,0,025b4ecd6dc6145efd48ea4481b57e43fdc16439de2ccb3b78ba9f7a819aaea0
04-Latin,01-Sans-Modern,03-Regular,Samsung Sharp Sans,Regular,02-Static,02-OpenType,04-Latin\01-Sans-Modern\03-Regular\Samsung Sharp Sans\02-Static\02-OpenType\samsungsharpsans @i_font (1).otf,+Mixed Fonts\samsung sharp sans-font family\@i_font samsung sharp sans-font family\samsungsharpsans @i_font (1).otf,+Mixed Fonts,0,025e1b8aef83739daf18d3553756d96e416c09e1ba010709486c2b6080a92033
03-Mixed,06-General,06-Bold,Rokh,Bold,02-Static,03-WOFF,03-Mixed\06-General\06-Bold\Rokh\02-Static\03-WOFF\Rokh-Bold.woff,Fonts\Rokh\Rokh Pro v1.0\WebFonts\woff\Rokh-Bold.woff,Fonts | Iranfont | NEW,3,02638a212f993eabfcd5307f02b5c55d91650d3c6ac6d322f4c13de15e8bdd85
03-Mixed,06-General,06-Bold,SD-Studio,Bold,02-Static,02-OpenType,03-Mixed\06-General\06-Bold\SD-Studio\02-Static\02-OpenType\SD-Studio-Bold.otf,Fonts\Studio v1.0\SD-Studio-Bold.otf,+Unsorted | Fonts,1,026428040c84a9fa6d5ed28a7e8bb00f126dee5d11b32347419723af7b7cadf6
03-Mixed,06-General,08-Black,Noora,Black,02-Static,01-TrueType,03-Mixed\06-General\08-Black\Noora\02-Static\01-TrueType\Noora Non-En 06 Black.ttf,Fonts\Noora\Noora Non English (Non-En)\Noora Non-En 06 Black.ttf,Fonts | Iranfont,1,02788c49f71a88da5eaeedee91c44ae5a496c4da8f54c6db9a2442f03c29f6ea
03-Mixed,01-Sans-Modern,08-Black,IRANSansXFaNum,Black D4,02-Static,04-WOFF2,03-Mixed\01-Sans-Modern\08-Black\IRANSansXFaNum\02-Static\04-WOFF2\IRANSansXFaNum-BlackD4.woff2,Iranfont\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\Webfonts\fonts\Woff2\IRANSansXFaNum-BlackD4.woff2,Iranfont,0,02789c160af76260133fd368d25d5ba5a951c63957870e2b37a686a9eda83f81
04-Latin,06-General,03-Regular,DaxCompact-RegularExpert,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\DaxCompact-RegularExpert\02-Static\02-OpenType\DaxCompact-RegularExpert.otf,English\DaxCompact-RegularExpert.otf,English,0,027a025ffa12411173c1ec935bb423edc67848cec49ee71d912544a499e87010
03-Mixed,06-General,04-Medium,DAMOONFANUM,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\DAMOONFANUM\02-Static\01-TrueType\DAMOONFANUM-Medium.ttf,Fonts\Damoon Pro\Damoon Pro\04 Farsi numerals\DAMOONFANUM-Medium.ttf,Fonts | Iranfont,1,027aa05771de916f3c0ec6dcccf75ef5ec000dbfacd29751047949df851273f2
03-Mixed,06-General,09-Other,Kahroba-ELC,L-ELC-SE,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-ELC\02-Static\01-TrueType\Kahroba-L-ELC-SE.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\Kahroba-L-ELC-SE.ttf,Iranfont,0,027c4d09ca7dd90a27591aba485de4f2aa74bd27a4fc316d357c16e9b09859ea
03-Mixed,06-General,02-Light,FarhangDot1,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\FarhangDot1\02-Static\01-TrueType\FarhangDot1-Light.ttf,Iranfont\Farhang-2-Pro\Farhang-2-Pro\FarhangDot1\FarhangDot1\FarhangDot1-Light.ttf,Iranfont,0,027cef82880a1d877c4654db619e23d89f3a2d81665193da0b1042c351967045
03-Mixed,06-General,03-Regular,MRT_Bomba,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Bomba\02-Static\01-TrueType\Bomba_MRT.TTF,Farsi\Bomba_MRT.TTF,384.Font.Farsi | Farsi,1,027d4e9bbad8cf10557518745d5c296db27b86ee66a5951ec39d410fe47c4c6d
03-Mixed,06-General,06-Bold,Aqiq_Bold,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Aqiq_Bold\02-Static\01-TrueType\aghigh bold.ttf,+Unsorted\VIP FONT-@Apkclub\All font\aghigh bold.ttf,+Unsorted,3,0284726d8d7d93c95660711663d3343422db8333c71b09b84b56545fe1d4f05b
03-Mixed,06-General,03-Regular,Mj_Bassam,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mj_Bassam\02-Static\01-TrueType\Mj_Bassam.TTF,Farsi\Mj_Bassam.TTF,Farsi,0,028823f013bac2b57c913e888fc1565132130f173a0aa121aac9b959f6c21a4f
01-Persian-Arabic,06-General,03-Regular,B Sepideh,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\B Sepideh\02-Static\01-TrueType\BSEPIDEH.TTF,Farsi\BSEPIDEH.TTF,500.Font.Collection | Farsi,1,028afd44d4f737f59749fcddd488875f3bf619e23b8cf2016fc8ac1f73482767
03-Mixed,06-General,03-Regular,Abar Low,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\Abar Low\02-Static\03-WOFF\AbarLow-Regular.woff,Iranfont\Abar Pro __FontiranIR_\Abar Pro [@FontiranIR]\Abar Family\Webfonts\woff\AbarLow-Regular.woff,Iranfont,0,0298fe3bc247b6d09505c20e7934101016ffca9deaa16667aca60ac53af12696
04-Latin,06-General,01-Thin,Magda,Thin,02-Static,02-OpenType,04-Latin\06-General\01-Thin\Magda\02-Static\02-OpenType\Magda-Thin.otf,English\Magda-Thin.otf,English,0,02a1c1b4dd2e7e89b3c75f050dc1826f1c889f884c3372ad34d73ceea35c4afb
03-Mixed,06-General,03-Regular,Mj_Ojan Outline,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mj_Ojan Outline\02-Static\01-TrueType\Mj_Ojan Outline.TTF,Farsi\Mj_Ojan Outline.TTF,Farsi,0,02b678dee4328ffcf5b8241f1c939de5f22eb9af04d53f23dbf06c6d695d1cb6
03-Mixed,06-General,04-Medium,Shoor FaNum,Medium,02-Static,01-TrueType,03-Mixed\06-General\04-Medium\Shoor FaNum\02-Static\01-TrueType\ShoorFaNum-Medium.ttf,Iranfont\Shoor Pro __fontiranir_\Shoor Pro [@fontiranir]\Normal\Farsi Numerals\ShoorFaNum-Medium.ttf,Iranfont,0,02b9e016a51a338819f56aa06d024f98864e233348047379633e147505a67ce0
04-Latin,06-General,06-Bold-Italic,NPINemone,Bold Italic,02-Static,01-TrueType,04-Latin\06-General\06-Bold-Italic\NPINemone\02-Static\01-TrueType\NPINemoneBoldIranic.ttf,500.Font.Collection\NPINemoneBoldIranic.ttf,500.Font.Collection,0,02c200bdad65a1a1569da0cf9d840f72daec615ccf028ccb2db55be8a73cb7f1
03-Mixed,06-General,06-Bold,Ebtekar,ExtraBold,02-Static,03-WOFF,03-Mixed\06-General\06-Bold\Ebtekar\02-Static\03-WOFF\Ebtekar.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Ebtekar\fonts\Ebtekar.woff,+Unsorted,0,02c2da2af0a4edb14d9b4b4fe8718086919d3666b53a98d91f9ad5d2340bab8e
03-Mixed,06-General,08-Black,FarhangNoEn,Black,02-Static,03-WOFF,03-Mixed\06-General\08-Black\FarhangNoEn\02-Static\03-WOFF\FarhangNoEn-Black.woff,NEW\Farhang-@Mim_Font\NonEnglish\Webfonts\FarhangNoEn-Black.woff,Fonts | NEW,1,02c5f10cf8155d69c54ea66e73fe7f095e1d643984fd28123b6700815af3b2f1
03-Mixed,06-General,02-Light-Italic,dana,extralightitalic,02-Static,03-WOFF,03-Mixed\06-General\02-Light-Italic\dana\02-Static\03-WOFF\dana-extralightitalic.woff,Fonts\Dana\Source v2.0\webfonts\fonts\woff\dana-extralightitalic.woff,Fonts | Iranfont,2,02ca1df5a308fe7bb212ba991f2534aee02de315a7b0f74771747712a38fad25
03-Mixed,06-General,02-Light,KalamehWeb(NoEn),ExtraLight,02-Static,03-WOFF,03-Mixed\06-General\02-Light\KalamehWeb(NoEn)\02-Static\03-WOFF\KalamehWeb(NoEn)-ExtraLight.woff,Iranfont\Kalameh 4\Kalameh 4\03- Non English\WebFonts\_Woff\KalamehWeb(NoEn)-ExtraLight.woff,Fonts | Iranfont,2,02cac5a8f5f4fbb7ef3174d893b189615ed7e4ec80c3dcf33bc09d5ef0d625af
03-Mixed,06-General,02-Light,KalamehWeb,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\KalamehWeb\02-Static\04-WOFF2\KalamehWeb-Light.woff2,Iranfont\Kalameh 4\Kalameh 4\01- Standard Fonts\WebFonts\_Woff2\KalamehWeb-Light.woff2,Fonts | Iranfont,2,02cb4571b3ef13903d5cb55536b070a3193ea227c1a00db47039a60b57e95ee5
04-Latin,06-General,08-Black-Italic,Brandon Text,Black Italic,02-Static,02-OpenType,04-Latin\06-General\08-Black-Italic\Brandon Text\02-Static\02-OpenType\BrandonText-BlackItalic.otf,English\BrandonText-BlackItalic.otf,English,0,02cd97682005e1106988db12c6102886008e4ef01e354ce4239cef3a85dc050c
03-Mixed,06-General,05-SemiBold,Pinar-DS2-FD,DS2-FD-SemiBold,02-Static,04-WOFF2,03-Mixed\06-General\05-SemiBold\Pinar-DS2-FD\02-Static\04-WOFF2\Pinar-DS2-FD-SemiBold.woff2,Fonts\Pinar Pro\Statics\woff2\FD(Farsi Digits instead Latin)\Pinar-DS2-FD-SemiBold.woff2,Fonts | Iranfont | NEW,2,02d17c4eefacc314ccea01a3d52390c871c722ecf960cf8f8a7f6601cbf15084
03-Mixed,06-General,03-Regular,Tahamtan,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\Tahamtan\02-Static\03-WOFF\Tahamtan.woff,Fonts\Tahamtan\webfonts\Tahamtan.woff,Fonts | Iranfont,1,02d190f0ef294ae7f72cd386ad439c55de467f9f9eb71be6163b6cbf5c10c479
