script,style,weight,family,subfamily,variant,format,file,source,source_folders,duplicate_count,sha256
03-Mixed,06-General,03-Regular,Sepid-FD,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Sepid-FD\02-Static\01-TrueType\Sepid-FD-Regular.ttf,Iranfont\Sepid-Pro\sepid-FD\desktop(ttf)\Sepid-FD-Regular.ttf,Iranfont,0,9e91c0068df7d80c742b21eeed44600575a42311ccec3542a50c9b3b6968f51a
03-Mixed,01-Sans-Modern,06-Bold,IRANSansWeb(FaNum),Bold,02-Static,01-TrueType,03-Mixed\01-Sans-Modern\06-Bold\IRANSansWeb(FaNum)\02-Static\01-TrueType\IRANSansWeb(FaNum)_Bold [v2].ttf,+Unsorted\IRANSans4\IRANSans4\Farsi_numerals_(Non Standard)\webFonts\fonts\ttf\IRANSansWeb(FaNum)_Bold.ttf,+Unsorted | Fonts,1,9e92cea56d4a0eea3f0b6bd870be3582f478109f5c95563f086a5a1e7c4eb728
03-Mixed,06-General,08-Black,Kalameh,Black,02-Static,01-TrueType,03-Mixed\06-General\08-Black\Kalameh\02-Static\01-TrueType\Kalameh Black.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\کلمه\Kalameh Black.ttf,+Unsorted,1,9e9dca63790608613340391dd4ac62f37d7021494336396aa54ea52c91747e8c
03-Mixed,06-General,02-Light,Pinar-DS2,Light,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Pinar-DS2\02-Static\04-WOFF2\Pinar-DS2-Light.woff2,Iranfont\Pinar-V3 __FontiranIR_\Pinar-V3 [@FontiranIR]\Statics\woff2\Pinar-DS2-Light.woff2,Iranfont,0,9e9eba7257b8fea2e1aae4f02a63f0738d54dab7a17de0fefbdbe55e83a659f2
03-Mixed,06-General,09-Other,MyBaby,Chubby,02-Static,01-TrueType,03-Mixed\06-General\09-Other\MyBaby\02-Static\01-TrueType\mybaby-chubby.ttf,Iranfont\MyBaby __FontiranIR_\MyBaby [@FontiranIR]\mybaby-chubby.ttf,Iranfont,0,9ea01d47e16e296c7cf917f411d2353c7f120409930050a7026b1f2eea670f07
03-Mixed,06-General,02-Light,FarhangNoEn,ExtraLight,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\FarhangNoEn\02-Static\04-WOFF2\FarhangNoEn-ExtraLight.woff2,NEW\Farhang-@Mim_Font\NonEnglish\Webfonts\FarhangNoEn-ExtraLight.woff2,Fonts | NEW,1,9ea10b2eafcaebed9d3b70c7eaa77775c2eadda1ede48a7eaefbb5e5386171ad
03-Mixed,06-General,02-Light,IRANYekanWebFn,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\IRANYekanWebFn\02-Static\01-TrueType\iranyekanweblightfanum.ttf,Iranfont\IRAN yekan\Farsi_numerals\WebFonts\fonts\ttf\iranyekanweblightfanum.ttf,+Unsorted | Fonts | Iranfont,3,9ea3b02dbaabf8307d8a5273dcd2cce80d5f3e8a03fe5cd2600e961cfd58cde8
03-Mixed,06-General,03-Regular,NazaninRahmanian,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\NazaninRahmanian\02-Static\03-WOFF\Nazanin Rahmanian.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\Nazanin Rahmanian\fonts\Nazanin Rahmanian.woff,+Unsorted,0,9ea86c314a87c325713ff40b97a2ed39ba636bcfa0d766ca8871f45c672e2ce3
03-Mixed,06-General,04-Medium,Mikhak-DS2-FD,Mikhak-DS2-FD-Medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\Mikhak-DS2-FD\02-Static\04-WOFF2\Mikhak-DS2-FD-Medium.woff2,Fonts\Mikhak\Mikhak-v3.1\Statics\woff2\Mikhak-DS2-FD-Medium.woff2,Fonts,0,9eaf26b70d9faa7d259606b4a0648d454d42399fdd6793f50fbf007cb58a57e3
01-Persian-Arabic,06-General,03-Regular,Fantezy,Regular,02-Static,01-TrueType,01-Persian-Arabic\06-General\03-Regular\Fantezy\02-Static\01-TrueType\Fantezy [v2].ttf,384.Font.Farsi\Fantezy.ttf,384.Font.Farsi,0,9eb0210e42d2f91e7672ed2431b8711992c4ebedcad842acf8f91037c2fb952e
03-Mixed,06-General,03-Regular,MRT_Fantezy Flage,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Fantezy Flage\02-Static\01-TrueType\Fantezy Flage_MRT.TTF,Farsi\Fantezy Flage_MRT.TTF,384.Font.Farsi | Farsi,1,9eb06af49204861efdcfe92df1d99c2209c328a8498b5028fcaad2c04fe2408a
04-Latin,06-General,03-Regular-Italic,SF Pro,Regular Italic,01-Variable,01-TrueType,04-Latin\06-General\03-Regular-Italic\SF Pro\01-Variable\01-TrueType\SF-Pro-Italic.ttf,Iranfont\iPhone __FontiranIR_\iPhone [@FontiranIR]\SF Pro\SF-Pro-Italic.ttf,Iranfont,0,9eb0a0761f0f7df966159e091e7b7b905c422ca4b521e330280dc7c4c70f0567
03-Mixed,01-Sans-Modern,08-Black,IRANSansX,ExtraBlack,02-Static,03-WOFF,03-Mixed\01-Sans-Modern\08-Black\IRANSansX\02-Static\03-WOFF\IRANSansX-ExtraBlack.woff,Iranfont\IranSansX Pro\IranSansX Pro\Webfonts\fonts\woff\IRANSansX-ExtraBlack.woff,Iranfont,0,9eb35cf135c0559c5dcbec7cc89dfad6a8523c68d9f9ed0f9327ccf07abfddea
04-Latin,02-Serif,03-Regular,Times New Yorker,Regular,02-Static,01-TrueType,04-Latin\02-Serif\03-Regular\Times New Yorker\02-Static\01-TrueType\times_new_yorker.ttf,English\times_new_yorker.ttf,English,0,9ec0d1703c6a605fe5f6d11aa46d71b526c05c7dc432f0e7aaa35e190efc6f91
03-Mixed,06-General,01-Thin,Yekan Bakh,Hairline,02-Static,01-TrueType,03-Mixed\06-General\01-Thin\Yekan Bakh\02-Static\01-TrueType\YekanBakh-Hirline.ttf,NEW\Yekan-Bakh-@Mim_Font\YekanBakh\YekanBakh-Hirline.ttf,Fonts | NEW,3,9ec27f0724f2239eac7186cc918f5544c0d79dd90883e0274bb3048b38a2f78b
03-Mixed,06-General,05-SemiBold,Morabba,SemiBold,02-Static,01-TrueType,03-Mixed\06-General\05-SemiBold\Morabba\02-Static\01-TrueType\Morabba-SemiBold.ttf,Fonts\Morabba Pro\ttf\Morabba-SemiBold.ttf,Fonts | Iranfont | NEW,2,9ec4199bc9868053023c7aad45bdc8ca463cb63dc418ed78a39be77f413a8286
03-Mixed,06-General,03-Regular,MRT_Nissabouri,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\MRT_Nissabouri\02-Static\01-TrueType\Nissabouri_MRT.ttf,Farsi\Nissabouri_MRT.ttf,384.Font.Farsi | Farsi,1,9ec4b5f361aa56ad66e213601758ac172f8a41809d00c24689f8371fc9d46339
01-Persian-Arabic,06-General,06-Bold,dana-noen,bold,02-Static,04-WOFF2,01-Persian-Arabic\06-General\06-Bold\dana-noen\02-Static\04-WOFF2\dana-noen-bold.woff2,Fonts\Dana\Source v2.0\NonEnglish webfonts\fonts\woff2\dana-noen-bold.woff2,Fonts | Iranfont,2,9ec8fde641ef8db7e90732a96cb01536fa8cad6357e848b7e1643bb720f7722c
03-Mixed,06-General,06-Bold,Yekan Bakh NoEn,ExtraBold,02-Static,02-OpenType,03-Mixed\06-General\06-Bold\Yekan Bakh NoEn\02-Static\02-OpenType\YekanBakhNoEn-ExtraBold [v2].otf,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh NoEn\OTF\YekanBakhNoEn-ExtraBold.otf,Iranfont,0,9eca19b241cd846e4ad6ec4730c1358a5d710320c10a1476d25143dc5699a408
03-Mixed,06-General,03-Regular,Dibaj FaNum,Regular,02-Static,02-OpenType,03-Mixed\06-General\03-Regular\Dibaj FaNum\02-Static\02-OpenType\Dibaj FaNum Regular.otf,Iranfont\Dibaj\Farsi-Num\otf\Dibaj FaNum Regular.otf,+Unsorted | Iranfont,1,9ecf8f9860ba078185ce3457576311a0a1b9572cf89cc0f95f7d2da48eefdff4
03-Mixed,06-General,04-Medium,Vanda,Medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\Vanda\02-Static\04-WOFF2\Vanda-Medium [v2].woff2,Iranfont\Vanda v2\Vanda v2\web\woff 2\Vanda-Medium.woff2,Iranfont,0,9ed511b2025f919381dfee25102a353e999bfe6734266ae54947f6d3c244146a
04-Latin,06-General,03-Regular,BARSTRIP,Regular,02-Static,01-TrueType,04-Latin\06-General\03-Regular\BARSTRIP\02-Static\01-TrueType\BARSTRIP.ttf,English\BARSTRIP.ttf,English,0,9ed70a3b143dd1520a12343222ddcfd1ea6fea157cf7c47c1f38bbdb6c0683a8
03-Mixed,06-General,02-Light,Yakout Linotype,Light,02-Static,01-TrueType,03-Mixed\06-General\02-Light\Yakout Linotype\02-Static\01-TrueType\YakoutLinotypeLight-Regular.ttf,+Mixed Fonts\yagut\فونت یاقوت نسخه اصلی لاینوتایپ\YakoutLinotypeLight-Regular.ttf,+Mixed Fonts,0,9ee5d61c8ea0f9c577455fa355b254e09d22f9d168ecf345edeff9ce0c124b09
03-Mixed,06-General,03-Regular,Pinar,DS3-Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Pinar\02-Static\01-TrueType\Pinar-DS3-Regular.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS3-Regular.ttf,Fonts | Iranfont | NEW,2,9ee94f7942f5f6c75cb9c4abadc9555d5ba6bed017ebf75800e531ff2f30e44a
03-Mixed,06-General,08-Black,Nian-Black,Black,02-Static,01-TrueType,03-Mixed\06-General\08-Black\Nian-Black\02-Static\01-TrueType\Nian-Black.ttf,Fonts\+maryam Soft Shit\Nian-Black.ttf,+Unsorted | Fonts | Iranfont,3,9eea890948472d73d6981762e77acb27f4c32f19868c8f038df199426e567c9d
03-Mixed,06-General,03-Regular,Darab,Regular-medium,02-Static,04-WOFF2,03-Mixed\06-General\03-Regular\Darab\02-Static\04-WOFF2\Darab-Regular-medium.woff2,Iranfont\darab pro\Webfonts\woff2\Darab-Regular-medium.woff2,Iranfont,0,9ef40f9b21c98d89e5ec4f52e11bb54a13b94e1505bf149611ba9dbe5a54353e
04-Latin,01-Sans-Modern,03-Regular,AbsaraSansTF-MediumSC,Regular,02-Static,02-OpenType,04-Latin\01-Sans-Modern\03-Regular\AbsaraSansTF-MediumSC\02-Static\02-OpenType\AbsaraSansTF-MediumSC.otf,English\AbsaraSansTF-MediumSC.otf,English,0,9ef43905339814a5dac0588a62318ca11ed442030f97dd361341583e7f61652a
03-Mixed,06-General,02-Light,Veno,ExtraLight,02-Static,04-WOFF2,03-Mixed\06-General\02-Light\Veno\02-Static\04-WOFF2\Veno-ExtraLight.woff2,Iranfont\Veno Pro __fontiranir_\Veno - Pro\Webfonst\woff2\Veno-ExtraLight.woff2,Iranfont,0,9ef57a69c0d633cd01ee619fd6a1d55d118111b6eedd7e9693c967114114f915
03-Mixed,06-General,03-Regular,W_mehr,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_mehr\02-Static\01-TrueType\W_mehr.ttf,Farsi\W_mehr.ttf,Farsi,0,9efc5e1c67f8b2480edd92377b4fa8784b00c1763dbc6d14bdd045a329e0de92
04-Latin,01-Sans-Modern,02-Light-Italic,AbsaraSans-LightItalic,Regular,02-Static,02-OpenType,04-Latin\01-Sans-Modern\02-Light-Italic\AbsaraSans-LightItalic\02-Static\02-OpenType\AbsaraSans-LightItalic.otf,English\AbsaraSans-LightItalic.otf,English,0,9f08cdeda8e27103f686460760f131a43c0f9806de84020ad8a8d9d1b404387f
04-Latin,06-General,09-Other-Italic,Hagrid,Italic,02-Static,01-TrueType,04-Latin\06-General\09-Other-Italic\Hagrid\02-Static\01-TrueType\Hagrid-Italic.ttf,Fonts\HagridText\TTF\Hagrid-Italic.ttf,Fonts,0,9f0b986cd457c9017ad0338a5f056aa199cc2c29863976f00c81dee60a0a0677
03-Mixed,06-General,08-Black,FarhangFaNum,Black,02-Static,01-TrueType,03-Mixed\06-General\08-Black\FarhangFaNum\02-Static\01-TrueType\FarhangFaNum-Black [v2].ttf,Iranfont\Farhang-2-Pro\Farhang-2-Pro\Old Version (not supported)\FaNum\Farhang\FarhangFaNum-Black.ttf,Iranfont,0,9f0d3f22ea54eff2ecd486dea4e38c55bf00945340ccff195d3c94835f49e6da
03-Mixed,06-General,03-Regular,W_zeynal,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\W_zeynal\02-Static\01-TrueType\W_zeynal.ttf,Farsi\W_zeynal.ttf,Farsi,0,9f14f3445e58daae8ac7e31aa3dfafae593de2280029fcc36d9f77f0608555f6
03-Mixed,06-General,06-Bold,MRT_Bamshad,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\MRT_Bamshad\02-Static\01-TrueType\Bamshad_MRT.ttf,Farsi\Bamshad_MRT.ttf,384.Font.Farsi | Farsi,1,9f16fd6f7fb743953e2d36f7aa45130eb84ee1388ee6d5c809ebee54211fbda9
01-Persian-Arabic,06-General,06-Bold,DanaNoEn,ExtraBold,02-Static,04-WOFF2,01-Persian-Arabic\06-General\06-Bold\DanaNoEn\02-Static\04-WOFF2\DanaNoEn-ExtraBold.woff2,Iranfont\Dana\Dana\NonEnglish\Webfont NonEn\woff2\DanaNoEn-ExtraBold.woff2,Fonts | Iranfont,1,9f1734a9ca0dfe8daa3cbd478f166193521d713609794c59be46227feb194644
04-Latin,06-General,09-Other,Amsterdam,One,02-Static,01-TrueType,04-Latin\06-General\09-Other\Amsterdam\02-Static\01-TrueType\Amsterdam Four Slant @i_font (4).ttf,+Mixed Fonts\signature\@i_font signature\Amsterdam Four Slant @i_font (4).ttf,+Mixed Fonts,0,9f1914870fc3786f5c7d522b66fc760c948dca5f83463cf091914c27ca4d2d29
04-Latin,06-General,09-Other,wm_Mirza,wm_Mirza,02-Static,05-EOT,04-Latin\06-General\09-Other\wm_Mirza\02-Static\05-EOT\wm_Mirza.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\wm_Mirza\fonts\wm_Mirza.eot,+Unsorted,0,9f1b8f3cf53bb37937f2c1ccb98e0c197e5ecf39ac830a376e4af6dce989b9ea
03-Mixed,06-General,03-Regular,ZahraRoosta,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\ZahraRoosta\02-Static\01-TrueType\ZahraRoosta Regular.ttf,Farsi\ZahraRoosta Regular.ttf,Farsi,0,9f1fc3d89d324a29cd4302cbe296b302414f726d3722c9d0d59d712f26c3d6e4
03-Mixed,06-General,03-Regular,Mj_Box Negative,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Mj_Box Negative\02-Static\01-TrueType\Mj_Box Negative.TTF,Farsi\Mj_Box Negative.TTF,Farsi,0,9f207f567757d206cc902b0479197b5deecac3efaa24ab458cf6078e371fb6bf
04-Latin,02-Serif,03-Regular,Black Jack Serif,Regular,02-Static,01-TrueType,04-Latin\02-Serif\03-Regular\Black Jack Serif\02-Static\01-TrueType\Black Jack Serif.ttf,English\Black Jack Serif.ttf,English,0,9f208bd3c5c799d315dd6e3904007c47ea57dc3481fce310ce8a12ecfcf89eb9
03-Mixed,06-General,01-Thin,Yekan Bakh NoEn,Thin,02-Static,04-WOFF2,03-Mixed\06-General\01-Thin\Yekan Bakh NoEn\02-Static\04-WOFF2\YekanBakhNoEn-Thin [v3].woff2,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh NoEn\Webfonts\fonts\woff2\YekanBakhNoEn-Thin.woff2,Iranfont,0,9f2134346cea690cd7e7ee0a4ff748dc5713bb1b7918ad6abfc5eb4bd31919f4
01-Persian-Arabic,06-General,06-Bold,dana-noen,ultrabold,02-Static,03-WOFF,01-Persian-Arabic\06-General\06-Bold\dana-noen\02-Static\03-WOFF\dana-noen-ultrabold.woff,Fonts\Dana\Source v2.0\NonEnglish webfonts\fonts\woff\dana-noen-ultrabold.woff,Fonts | Iranfont,2,9f2bd66f02277c2afa0f59fc56db3d4b6507b21f603dc8aa29b8182c0a03b258
03-Mixed,06-General,03-Regular,Alibaba,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\Alibaba\02-Static\03-WOFF\Alibaba-Regular.woff,Iranfont\Alibaba\Woff\Alibaba-Regular.woff,Fonts | Iranfont,1,9f2c7e391309f71ad9c53e1d34c9b3f19ceb9ff33933fb29c195c655532ce237
03-Mixed,06-General,08-Black,Kenaar,Heavy,02-Static,04-WOFF2,03-Mixed\06-General\08-Black\Kenaar\02-Static\04-WOFF2\Kenaar-Heavy.woff2,Iranfont\Kenar\01- Standard Fonts\WebFonts\Kenaar-Heavy.woff2,Fonts | Iranfont | NEW,2,9f31b8a78ba25c96e909101338c3f918f990574a63e7c34ee78985f1a4d87773
03-Mixed,06-General,06-Bold,Yekan Bakh FaNum,ExtraBold Expanded,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Yekan Bakh FaNum\02-Static\04-WOFF2\YekanBakhFaNum-ExtraBoldExpanded.woff2,Iranfont\YekanBakh 3 ProPlus __fontiranir_\YekanBakh 3 ProPlus [@fontiranir]\Yekan Bakh FaNum\webfonts\woff2\YekanBakhFaNum-ExtraBoldExpanded.woff2,Iranfont,0,9f3395de78fd42741faf20b0dd2cfa7e047c14f1dd3dfeaca71aac4de1ec2d92
04-Latin,06-General,02-Light,Mont,ExtraLight,02-Static,01-TrueType,04-Latin\06-General\02-Light\Mont\02-Static\01-TrueType\Mont-ExtraLight.ttf,English\Mont-ExtraLight.ttf,English,0,9f361ffbd04fe97ea7045ae516be0d423c8ed33142dd9506dc8a1d312b4d0a99
04-Latin,06-General,03-Regular,DINCond-MediumExpert,Regular,02-Static,02-OpenType,04-Latin\06-General\03-Regular\DINCond-MediumExpert\02-Static\02-OpenType\DINCond-MediumExpert.otf,English\DINCond-MediumExpert.otf,English,0,9f3a25e97eb81dee9224d183392d06c3792ef7feb956db57402b03d457a9d8fd
04-Latin,03-Handwriting,03-Regular,Scriptina - Alternates,Regular,02-Static,01-TrueType,04-Latin\03-Handwriting\03-Regular\Scriptina - Alternates\02-Static\01-TrueType\SCRIPALT.ttf,English\SCRIPALT.ttf,English,0,9f3cdcecee7791f4e17597af0d208b1f06703031dd71c435a6bcee0ebe019fc5
03-Mixed,06-General,08-Black,FarhangNoEn,BlackSharp,02-Static,02-OpenType,03-Mixed\06-General\08-Black\FarhangNoEn\02-Static\02-OpenType\FarhangNoEn-BlackSharp.otf,NEW\Farhang-@Mim_Font\NonEnglish\Farhang Sharp\FarhangNoEn-BlackSharp.otf,Fonts | NEW,1,9f3d47c8358170498ca567cea7aa660ee26994a3ed5c25f56348a08f102f8fa4
03-Mixed,06-General,04-Medium,Doran NoEn,Medium,02-Static,04-WOFF2,03-Mixed\06-General\04-Medium\Doran NoEn\02-Static\04-WOFF2\DoranNoEn-Medium.woff2,Iranfont\Doran Pro\Doran Pro\Doran NoEn\Webfonts\fonts\woff2\DoranNoEn-Medium.woff2,Iranfont,0,9f3d68dca7aef18099726625b980fb11f702f925939546c76e56c30fcf214921
03-Mixed,01-Sans-Modern,03-Regular,IRANSansX,Regular,02-Static,04-WOFF2,03-Mixed\01-Sans-Modern\03-Regular\IRANSansX\02-Static\04-WOFF2\IRANSansX-Regular [v2].woff2,+Unsorted\IranSansX(Pro)\IranSansX(Pro)\Webfonts\fonts\woff2\IRANSansX-Regular.woff2,+Unsorted | Fonts,1,9f46f41a0188c0f826d830a08a65a6f95d061a92cc9e81e635b0ac91ff7fc852
03-Mixed,06-General,06-Bold,Morabba,Bold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Morabba\02-Static\04-WOFF2\Morabba-Bold.woff2,Fonts\Morabba Pro\webfont\fonts\woff2\Morabba-Bold.woff2,Fonts | Iranfont | NEW,2,9f4a0f0ff245a8664d032efd3483df29c91230ec2ed2901f0ac51a5bbcf1a85f
03-Mixed,06-General,09-Other,Radio,Fill,02-Static,03-WOFF,03-Mixed\06-General\09-Other\Radio\02-Static\03-WOFF\Radio-Fill.woff,Iranfont\Radio__fontiranir_\Radio[@fontiranir]\Webfonts\woff\Radio-Fill.woff,Iranfont,0,9f50d3cb3d4f44966598f2f2677322a19d7516bd7afcb96891e29b7e968602f1
03-Mixed,01-Sans-Modern,05-SemiBold,IRANSansXFaNum,DemiBold D4,02-Static,01-TrueType,03-Mixed\01-Sans-Modern\05-SemiBold\IRANSansXFaNum\02-Static\01-TrueType\IRANSansXFaNum-DemiBoldD4.ttf,Iranfont\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\IRANSansXFaNum-DemiBoldD4.ttf,Iranfont,0,9f511da4ceb4bf9b16023f5160f67d51dc733d3c6210fa1bc15017975813a941
03-Mixed,06-General,03-Regular,AriaWeb[FaNum],Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\AriaWeb[FaNum]\02-Static\03-WOFF\AriaWebFaNum-Regular.woff,Fonts\Aria\Source 2\Farsi Numeral\Webfont[FaNum]\woff\AriaWebFaNum-Regular.woff,Fonts | Iranfont,1,9f5477cbbd16ace01351cb4e169ae76919e9e6f6d956715208b18ac6003851a1
04-Latin,06-General,01-Thin,Anjoman-Thin,Anjoman-Thin,02-Static,05-EOT,04-Latin\06-General\01-Thin\Anjoman-Thin\02-Static\05-EOT\Anjoman-Thin.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Anjoman-Thin\fonts\Anjoman-Thin.eot,+Unsorted,0,9f565247b374e958bfe06fbb3ce64c5ddba488ba09b8f3445788229f3f41c87e
03-Mixed,06-General,06-Bold,Ahang,UltraBold,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\Ahang\02-Static\04-WOFF2\Ahang-UltraBold.woff2,Fonts\Ahang Pro\webfonts\Ahang\fonts\woff2\Ahang-UltraBold.woff2,Fonts,0,9f5c22391e1b6b0a2537eebc9c8145ff878aca085c2ef9746c827db50194774e
03-Mixed,06-General,03-Regular,DimaSari,Regular,02-Static,03-WOFF,03-Mixed\06-General\03-Regular\DimaSari\02-Static\03-WOFF\DimaSari.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaSari\fonts\DimaSari.woff,+Unsorted,0,9f5dd05c6ca07118a4d234bf22d0ca6353a912b40d3705cd5c6ebf88540f9dbd
04-Latin,06-General,06-Bold,Thiago Bold,Bold,02-Static,01-TrueType,04-Latin\06-General\06-Bold\Thiago Bold\02-Static\01-TrueType\ThiagoBold.ttf,+Unsorted\WorkSpace\Thiago\Thiago\ThiagoBold.ttf,+Unsorted,0,9f5e88c50876e20a4e64bca74692c14178bd70502dd38c4fcffab3d141879e57
03-Mixed,06-General,02-Light,Yekan Bakh,Light,02-Static,02-OpenType,03-Mixed\06-General\02-Light\Yekan Bakh\02-Static\02-OpenType\YekanBakh-Light [v3].otf,Iranfont\YekanBakh2.2 Pro\Pro\Yekan Bakh Family\OTF\YekanBakh-Light.otf,Iranfont,0,9f6449baa3cd19567ce454f097a2b46769ac3077a95de6d35eee99e82066b02f
03-Mixed,06-General,08-Black-Italic,Anjoman,Heavy Italic,02-Static,03-WOFF,03-Mixed\06-General\08-Black-Italic\Anjoman\02-Static\03-WOFF\Anjoman-HeavyItalic.woff,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\01- Woff\Anjoman-HeavyItalic.woff,+Unsorted | Fonts | Iranfont,2,9f68309918c8ebf634b2b1b0cdf029441697ea9745cfa7ce064afaf245bf7da3
03-Mixed,06-General,09-Other,Gramophone,Grunge,02-Static,03-WOFF,03-Mixed\06-General\09-Other\Gramophone\02-Static\03-WOFF\Gramophone-Grunge.woff,Iranfont\Gramophone\01- Gramophone Font\02- Webfonts\01 - Woff\Gramophone-Grunge.woff,Iranfont,0,9f6c69fe6dc2af2696e1589a6e562ea769917d48f214ed555ff9d03a37a49d7b
03-Mixed,06-General,01-Thin,DAMOONFANUM,HairLine,02-Static,03-WOFF,03-Mixed\06-General\01-Thin\DAMOONFANUM\02-Static\03-WOFF\DAMOONFANUM-HairLine.woff,Fonts\Damoon Pro\Damoon Pro\04 Farsi numerals\webfonts\DAMOONFANUM-HairLine.woff,Fonts | Iranfont,1,9f6cdf3e7778312d83460610db218c0a9d8962d7bd4fecf0c98fb9b72c1db7c2
03-Mixed,06-General,03-Regular,Alibaba,Regular,02-Static,01-TrueType,03-Mixed\06-General\03-Regular\Alibaba\02-Static\01-TrueType\Alibaba-Regular [v2].ttf,NEW\Alibaba-@Mim_Font\Alibaba-Regular.ttf,Fonts | Iranfont | NEW,2,9f7124c1643cf523ce3e9dbe5e549b3c2fabba73349550e788c4313f7d151140
04-Latin,04-Monospace,02-Light,Codec Cold Logo,Light,02-Static,01-TrueType,04-Latin\04-Monospace\02-Light\Codec Cold Logo\02-Static\01-TrueType\CodecColdLogo-Light.ttf,English\CodecColdLogo-Light.ttf,English,0,9f71a4439fd4b23f64d7d7bedb6706714682895609728c1811e20b0e86d4da3f
01-Persian-Arabic,06-General,09-Other,SDAVAT,SDAVAT,02-Static,01-TrueType,01-Persian-Arabic\06-General\09-Other\SDAVAT\02-Static\01-TrueType\SDAVAT.TTF,384.Font.Farsi\SDAVAT.TTF,384.Font.Farsi,0,9f728a1d877696a51e060dbb949b577c238dfd30c3bb8ad70fe2c3b9a487f26c
03-Mixed,06-General,09-Other,Kahroba-FD-EHC,SB-EHC-SC,02-Static,01-TrueType,03-Mixed\06-General\09-Other\Kahroba-FD-EHC\02-Static\01-TrueType\Kahroba-FD-SB-EHC-SC.ttf,Iranfont\Kahroba-Pro\180-Kahroba-v1.0-Pro\180-Kahroba-v1.0-Pro\Statics\ttf(desktop)\FD(FarsiDigits)\Kahroba-FD-SB-EHC-SC.ttf,Iranfont,0,9f776e05209f783e1154bc37b944e58b013f44f3ed5ceee9180ce838a4af9188
03-Mixed,01-Sans-Modern,04-Medium,IRANSansMobile(FaNum),Medium,02-Static,01-TrueType,03-Mixed\01-Sans-Modern\04-Medium\IRANSansMobile(FaNum)\02-Static\01-TrueType\IRANSansMobile(FaNum)_Medium.ttf,+Unsorted\IRANSans4\IRANSans4\Farsi_numerals_(Non Standard)\MobileFonts\IRANSansMobile(FaNum)_Medium.ttf,+Unsorted | Fonts,1,9f78538e1d50402709aea3a5228a4a1b812e750610acf0a409c521f1c27a9ba8
03-Mixed,06-General,06-Bold,Abar High,ExtraBold,02-Static,03-WOFF,03-Mixed\06-General\06-Bold\Abar High\02-Static\03-WOFF\AbarHigh-ExtraBold.woff,Iranfont\Abar Pro __FontiranIR_\Abar Pro [@FontiranIR]\Abar Family\Webfonts\woff\AbarHigh-ExtraBold.woff,Iranfont,0,9f7d34e0c59b5db05a01a8754e2eccb202005e067302c3a6d2e16fc294241a53
03-Mixed,06-General,06-Bold,FarhangNoEn,BoldSharp,02-Static,04-WOFF2,03-Mixed\06-General\06-Bold\FarhangNoEn\02-Static\04-WOFF2\FarhangNoEn-BoldSharp.woff2,NEW\Farhang-@Mim_Font\NonEnglish\Webfonts\FarhangNoEn-BoldSharp.woff2,Fonts | NEW,1,9f8d58c2a2cb1a10b0bcf9b4d0d3ac2cc296a75a12b5669e0df82cf127b456d9
03-Mixed,06-General,06-Bold,Amiri,Bold,02-Static,01-TrueType,03-Mixed\06-General\06-Bold\Amiri\02-Static\01-TrueType\Amiri Bold.ttf,Farsi\Amiri Bold.ttf,Farsi,0,9f8f3ca45019d3315cd9214024fa1f003b07e91489962dae2b6984e5cbf466c7
