family,file,source,sha256,duplicate_count
DAMOON,DAMOON\DAMOON-UltraMedium.ttf,_downloads\damoon\DAMOON-UltraMedium.ttf,a28ff4d1c04471f5595b82061bee995312f8b8fe53c732f9488a7145d9a4f1c5,1
HSN Khalid Thin,HSN Khalid Thin\خالد.ttf,+Mixed Fonts\خالد.ttf,a29d139966973d135c89a477e6c636deaf16498740480f7b1ded08ebf8aaf063,1
B Mitra,B Mitra\MMITRABDMRT3.ttf,384.Font.Farsi\MMITRABDMRT3.ttf,a2a3db8b156b3c7a7f6b81b794ea0b647afe449dc1ca688aeaa8fa023cb2094b,0
Mikhak-DS2-FD,Mikhak-DS2-FD\Mikhak-DS2-FD-Black.ttf,_downloads\mikhak-ds2-fd\Mikhak-DS2-FD-Black.ttf,a2a509d08be4a8707cf4f7ee456db3819e37933b2a2e18723fdcb37bccc3407c,1
woff,woff\YekanBakh-SemiBold.woff,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\Webfonts\fonts\woff\YekanBakh-SemiBold.woff,a2b9c8be8ff798477bacbb93de45449c046d35a6898ce2ebca5f4298fc524dd3,0
IRANSansX,IRANSansX\IRANSansX-UltraLight.ttf,_downloads\IranSansX Pro\IranSansX Pro\iransansX family\IRANSansX-UltraLight.ttf,a2bd18fb5a1c131a905c3d481f20c50a5094cbae0e876e9f5ce441860c0b01b4,0
alibaba,alibaba\Alibaba-Light.woff,_downloads\alibaba\Alibaba-Light.woff,a2bd9dd98725a7b1de705895876406ff1000779361dae7f667cd1b745a4e1113,1
MRT_Mokhtar,MRT_Mokhtar\Mokhtar_MRT.ttf,384.Font.Farsi\Mokhtar_MRT.ttf,a2bdd278123a503985744a97659757a35674156341596e83de54bdce33a60872,0
Ebtekar,Ebtekar\Ebtekar ExtraBold.ttf,Fonts\Ebtekar\Ebtekar ExtraBold.ttf,a2c1f63ed2219db8ea2b323fcb69c76c7ff9c4e6dbc7f6261198854b609b239b,5
Pelak FA,Pelak FA\PelakFA-Black.otf,_downloads\pelak-fa\PelakFA-Black.otf,a2c2b0e0fdc3d12777e9a85f5f1b55c1fa9aa45e6065595d597570010984179b,1
Dima Mabella,Dima Mabella\DimaMabella.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaMabella\fonts\DimaMabella.otf,a2c855526dd248ccde99d71a5a7e60a2f00ea5145967a379074be653597d4028,0
tajrid,tajrid\Tajrid-UltraLight.woff2,_downloads\tajrid\Tajrid-UltraLight.woff2,a2d120d47a2b44dc4500c56b92c85034d0a233f0d5fd469d21ea41b01a5d69ce,1
kalamehweb-noen,kalamehweb-noen\KalamehWeb(NoEn)-Medium.woff2,_downloads\kalamehweb-noen\KalamehWeb(NoEn)-Medium.woff2,a2ded59b6d04275642d2bb24355d1b4b1d0db68b50a78489865e67522fb49baa,2
BBCNassim,BBCNassim\بی بی سی.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\برای دیدن ادامه فونت ها کلیک کنید\ما بقی فونت ها\بی بی سی.ttf,a2e6c8ecd739ad31ec073e4eaa659f9c53b59ce215f80ba3798eb9783089478c,0
NPILotusBook,NPILotusBook\NPILotusBookBoldIranic.ttf,500.Font.Collection\NPILotusBookBoldIranic.ttf,a2e78631e51cbeaa379efe89ffad3e513c1d7166c119875836293acfba9fe878,0
danafanum,danafanum\DanaFaNum-Bold.woff2,_downloads\danafanum\DanaFaNum-Bold.woff2,a2f5c04a78d2c02f6917abb6aef520c1b0f05718fd0add597d78d15ee3c810f4,1
Rockout,Rockout\Rockout.otf,+Mixed Fonts\Rockout\Rockout.otf,a2f8dca73263349acea6ce0c38242c9828cbf041b8ab27d3a45942f2c9301b88,0
2  Aseman,2  Aseman\SASEMAN.TTF,384.Font.Farsi\SASEMAN.TTF,a2f959352c77b208aefac296ba5df6d8934206d370f4b4d7c54bc629b759c4b5,0
MRT_Nazila College,MRT_Nazila College\Nazila College_MRT.ttf,384.Font.Farsi\Nazila College_MRT.ttf,a2ff2ee549748d9ad60d0539fa5004266a0c1ac4805fc4b32c081486e72e001c,0
01- Woff,01- Woff\Anjoman-FaNum-ThinItalic.woff,Fonts\Anjoman_Pro\02 - Anjoman Farsi Numerals\01- Woff\Anjoman-FaNum-ThinItalic.woff,a30632cd76605c7a1345b7358724c330ebf505c5ca4f3fb773b26a58c7297d75,1
NPIMovazi,NPIMovazi\NPIMovaziIranic.ttf,500.Font.Collection\NPIMovaziIranic.ttf,a3189313ee6786d70e869fe5e7613dab2fe797efbaf7bac7a36f511c0d647538,0
Woff2,Woff2\IRANSansXFaNum-ThinD4.woff2,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\Webfonts\fonts\Woff2\IRANSansXFaNum-ThinD4.woff2,a31f4add2eeec6d8234a603082c6fa4c321ee42755796825aee35ec156ecec51,0
Bidad-woff,Bidad-woff\Bidad-SuperHeavy.woff,Fonts\Bidad v1.0\Bidad-woff\Bidad-SuperHeavy.woff,a327c50e5ce936639d71e234ff263df539a09eecc2878398c09cff7a39d65974,0
Sin,Sin\Sin.ttf,Fonts\Sin\Sin.ttf,a329554718fd4a6941b16a2177af8d8830479dc540e3d685651a18c6b913a653,2
dana-fanum,dana-fanum\dana-fanum-bold.woff,_downloads\dana-fanum\dana-fanum-bold.woff,a33a6318378d2c8acfa8fbb21a6cc96bf6b852f1f44ccf82b63abf902716290c,2
woff2,woff2\Pinar-SemiBold.woff2,Fonts\Pinar Pro\Statics\woff2\Pinar-SemiBold.woff2,a33edcaaceb358bf43793412c713d061a108211620f07898a6e020a8350c96b6,1
Docktrin,Docktrin\docktrin.ttf,+Mixed Fonts\docktrin.ttf,a34139f5ff3ad90f1f512bc1320332b5fd3be81887be9348e0561fcd609bd7ae,0
MRT_Moharram Bold,MRT_Moharram Bold\Moharram Bold_MRT.ttf,384.Font.Farsi\Moharram Bold_MRT.ttf,a34233c3c27c153e537e98c8ead07ad3be1710a5a7e0789b0fcb30458044da01,0
IRANSansX,IRANSansX\IRANSansX-BoldD4.ttf,_downloads\IranSansX Pro\IranSansX Pro\Dot4\iransansX family\IRANSansX-BoldD4.ttf,a364aaa42146a3fd72e9f8ff0b8d45f0503b3d58ae8394b0a08e2c459378a96b,0
MRT_Ghalam-1,MRT_Ghalam-1\Ghalam-1_MRT.TTF,384.Font.Farsi\Ghalam-1_MRT.TTF,a3725cbb68d61b417dc155eee0e86be0a90f26beaee783026646ae499aa73139,0
IRANSansXFaNum,IRANSansXFaNum\IRANSansXFaNum-MediumD4.ttf,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Farsi numerals\IRANSansXFaNum-MediumD4.ttf,a38239487f5b049323c7fc3cc3d7de11f56e2150454f175c93122526d1e33af2,0
Pinar,Pinar\Pinar-DS2-SemiBold.ttf,Fonts\Pinar Pro\Statics\ttf\Pinar-DS2-SemiBold.ttf,a3996a4f0b79ce6dccae2f2289457f84029b3619688cd7f321b152a830418556,1
IRANSansMobile(NoEn),IRANSansMobile(NoEn)\IRANSansMobile(NoEn) ultralight.ttf,_downloads\iransansmobile-noen\IRANSansMobile(NoEn) ultralight.ttf,a39992b8b1e1cd0b4be62d295acb311a638acb516868f1a6b3c5b563d3da8e87,2
Reckless Condensed XL-TRIAL,Reckless Condensed XL-TRIAL\RecklessCondensedXL-TRIAL-LightItalic.otf,_downloads\reckless-font-family\RecklessCondensedXL-TRIAL-LightItalic.otf,a399c30ccae933140370e7b4bf56da0a9c2a6d5132eec142dd6bae19dd6546cd,0
NPIMashhad,NPIMashhad\NPIMashhadIranic.ttf,500.Font.Collection\NPIMashhadIranic.ttf,a3a190b4aa71b760bb6280778f07e87a3ffb2b0b35e499be8f9784ea72b6a876,0
2  Roya,2  Roya\SROYABD.TTF,384.Font.Farsi\SROYABD.TTF,a3a5dd71548a16d6f465d786165059f7aac6969a1e44100199214a318df60a7f,0
Novin W OT 0708,Novin W OT 0708\NovinWeb.otf,Fonts\NovinWeb\NovinWeb.otf,a3c1aa348c82b36c6fc88ad4cd6a1833b0daf0dc3c5d98247b3fdbc8ae8a7299,1
N01Lotus,N01Lotus\N01L.TTF,500.Font.Collection\N01L.TTF,a3c75b111f21469a73d070483b5344643ccbf0a937a2f7f8bd6cedcc6cdf1478,0
iransansxfanum,iransansxfanum\IRANSansXFaNum-ExtraBold.woff,_downloads\iransansxfanum\IRANSansXFaNum-ExtraBold.woff,a3ca5bc2fbe15973e4c8b287e2092305648e5b83e97919db9a8ed569f1c670a1,2
En Garde,En Garde\En Garde.otf,_downloads\Fonts-master\En Garde.otf,a3cc16e807b58266eccaf5b3dc371096cf314fe4e7443fa8c4e788f7e7e90f61,0
woff2,woff2\IRANSansX-Bold.woff2,_downloads\IranSansX Pro\IranSansX Pro\Webfonts\fonts\woff2\IRANSansX-Bold.woff2,a3d039b86e39cb02e9f28af3774ff70d6c37d85b9d0cb731d778b918f5a39858,0
M_Radin Circle,M_Radin Circle\M_Radin Circle.otf,+Unsorted\M_Radin\M_Radin Circle.otf,a3d5d8cc03b9f7e3ad693240650e61362ce372992f1496cb07c86dd5bf809dd6,0
IRANSansXNoEn,IRANSansXNoEn\IRANSansXNoEn-ExtraBlack.ttf,_downloads\IranSansX Pro\IranSansX Pro\NonEnglish\IRANSansXNoEn-ExtraBlack.ttf,a3d737ae35c880dbf1f14fea7326a4da005f255f0064903071057e2533eba259,0
MRT_Net,MRT_Net\Net_MRT.ttf,384.Font.Farsi\Net_MRT.ttf,a3d9e4872f06fe5e16387282a2f43a26f1da668d5a74ed4e41dbc252f099325b,0
Ahang,Ahang\Ahang-BoldSharp.ttf,_downloads\ahang\Ahang-BoldSharp.ttf,a3dcef976413607381260ba868188729b2f8b59093c91666188ff5d3fc6bbb0d,1
Blackout,Blackout\Blackout-2am.ttf,+Unsorted\TTF\Blackout-2am\Blackout-2am.ttf,a3efc380d306dc608a160b8bf9415644e976c202f97075d3748dfee693845067,0
Mikhak-DS2,Mikhak-DS2\Mikhak-DS2-SemiBold.ttf,_downloads\mikhak-ds2\Mikhak-DS2-SemiBold.ttf,a3f72efd38bc4c14080dfb19bc940903214fe8c9ea22cf8d094f7e4237fb5596,1
adapter-arabic-variable-preview,adapter-arabic-variable-preview\AdapterArabicVariablePreview-TextSemibold.woff,_downloads\adapter-arabic-variable-preview\AdapterArabicVariablePreview-TextSemibold.woff,a3f8d2c97ba5f83e618846064f5d1447e4823e16b5939da80710b245fa11605f,2
anjoman-fanum,anjoman-fanum\Anjoman-FaNum-CondensedBold.woff2,_downloads\anjoman-fanum\Anjoman-FaNum-CondensedBold.woff2,a41313fc0d7feb2308441c7875c81e888f28a068c94bf20da838461c4e175401,2
Dima Yekan Regular,Dima Yekan Regular\DimaYekanRegular.ttf,+Unsorted\VIP FONT-@Apkclub\All font\DimaYekanRegular.ttf,a426639a6f4f0d3a538d8a03473824257f0c5e94e9fb4954002b0348561022b7,1
pelak-fa,pelak-fa\PelakFA-Medium.woff2,_downloads\pelak-fa\PelakFA-Medium.woff2,a454dda32d805027855b62a757853f0757e647dccfd967d48b1944e7ac7d6d12,1
MRT_Poster_8,MRT_Poster_8\MRT_poster7.ttf,384.Font.Farsi\MRT_poster7.ttf,a45b7f184193d8fe4ccbc4fda60bfa5f77f975c2f53fab1180e28d6286fc1be2,0
Rubik,Rubik\Rubik-Bold(@MrPackage).ttf,+Mixed Fonts\Moalla\Rubik Font\Rubik Font\Rubik-Bold(@MrPackage).ttf,a466771e3f3fd0ac34555ddcc33f6203704f2952eddb24fc43a9368567deac47,0
02- Woff2,02- Woff2\Anjoman-NoEn-CondensedBlackItalic.woff2,Fonts\Anjoman_Pro\03 - Anjoman Non English\02- Woff2\Anjoman-NoEn-CondensedBlackItalic.woff2,a4699011642046e0cb8e386d081c2f1a46c41dbe2636b512fae6a3890d24c551,1
bidadvf,bidadvf\BidadVF.woff,_downloads\bidadvf\BidadVF.woff,a46e3231926e7beb8da91a91d11cca3b862698127024a603a0871c934b4ff387,1
NPIMandana,NPIMandana\NPIMandana.ttf,500.Font.Collection\NPIMandana.ttf,a470f456cf918e57956b3991cdf65d99db2169f8f1af0216cf1d9a787e03f3fd,0
Anjoman,Anjoman\Anjoman-ExtraBold.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\Anjoman-ExtraBold\fonts\Anjoman-ExtraBold.otf,a471a26355dacd625200877642dea48a5830eecd042fbc812064cd229d0559b3,0
NPIEsfahan,NPIEsfahan\NPIEsfahan.ttf,500.Font.Collection\NPIEsfahan.ttf,a4728b527bb522d7c28343f9da4c7a7de9fc0b7ff546999fd326fe083eb05881,0
Ravi,Ravi\Ravi Light [v2].otf,Fonts\Ravi v1\Source 2\Ravi font family\otf\Ravi Light.otf,a48cedc7813345790a612d3274716d62d370a7e7afbee5fdfaafe9ab7b9bd821,0
fonts,fonts\IRANSansDN-Bold.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANSansDN-Bold\fonts\IRANSansDN-Bold.woff,a494cb96874e08eb9d967b1ea217f4094278ac7af0a738ce240aaff7c61f4b06,0
woff2,woff2\YekanBakh-Regular.woff2,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\Webfonts\fonts\woff2\YekanBakh-Regular.woff2,a4950017a67f2cdc06c3daa0d98154f90f95842f3ad1bfb7eb5902ddcda5e46a,0
N09Yekan,N09Yekan\N09YB.TTF,500.Font.Collection\N09YB.TTF,a4a0e42eec0945f2f6edb95b04def66b76c652fdcfee00cb2a756159e688972b,0
MRT_Granada Shade,MRT_Granada Shade\Granada Shade_MRT.TTF,384.Font.Farsi\Granada Shade_MRT.TTF,a4a613a3b29ca9942b7f90f353c402b53b397558ce24e1010d9c1c5d3724e78c,0
Mikhak-DS1,Mikhak-DS1\Mikhak-DS1-Light.ttf,_downloads\mikhak-ds1\Mikhak-DS1-Light.ttf,a4af7c0ff424874406d22028756ea553d08af9147f7ac6f5849c5c170f15097c,1
W_sahar,W_sahar\سحر.TTF,+Mixed Fonts\سحر.TTF,a4b1cd0d5df3ef9c62f5d05ccd9831432ef4ae2c0a965239bcb0f8c86c2971f4,0
Arbaeen,Arbaeen\اربعین.ttf,+Mixed Fonts\اربعین.ttf,a4b47d44e2e6f963057bcfab47999a676d08097c5100327cad6d20c4ed303ea6,0
MRT_Wood,MRT_Wood\Wood_MRT.ttf,384.Font.Farsi\Wood_MRT.ttf,a4b4f31a1926026fd40ab1ff3b109b27a8b91d5af0cf7edd08c80876f4f9126c,0
iransansxfanum,iransansxfanum\IRANSansXFaNum-UltraLight.woff,_downloads\iransansxfanum\IRANSansXFaNum-UltraLight.woff,a4cd0d0c9f39d47556b911d78e333bd52efec3de3e98953a38eb85ef5ebb6a93,2
farhangfanum,farhangfanum\FarhangFaNum-Medium.woff2,_downloads\farhangfanum\FarhangFaNum-Medium.woff2,a4da1df7adafc5c040f8aefbad1154e8328e03a76d85b2d8828fc4f0278bb4ed,4
Uber Move Text AR,Uber Move Text AR\Uber Move Text AR Bold.otf,_downloads\uber-move-text-ar\Uber Move Text AR Bold.otf,a4e3b3868c57fc8c83dc71c74d85d66c3cb8952fe5fed53ffa441f126470cb4f,1
woff2,woff2\Dibaj FaNum SemiBold.woff2,+Unsorted\Dibaj\Dibaj\Web font\Farsi-Num\woff2\Dibaj FaNum SemiBold.woff2,a4eea0e3bc35d25e37bdb0ce662d27823ee31b8bb5e2bedc5d844c744c4b6390,0
MRT_Poster_11,MRT_Poster_11\MRT_poster10.ttf,384.Font.Farsi\MRT_poster10.ttf,a4f6327dbae6eb6b59706e5ec8e2420a5da4ad74aa0fff72a4c078948f427f72,0
fonts,fonts\dana-thin.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\dana-thin\fonts\dana-thin.woff,a4fb5d0c1c578ef88b8cd7deba49a17c515e609a2c7fb1b152cd81a9db04f190,0
TOY_SOLDIERS,TOY_SOLDIERS\TOY_S___.TTF,Fonts\Titr\انگلیسی\TOY_S___.TTF,a4fe2bf951eba0be1998758a6b3ed99fbec8e72c7b432687fa0ef5c37ea4f4f4,1
IPT Arshia,IPT Arshia\IArshia.ttf,500.Font.Collection\IArshia.ttf,a4ffef06eea85c13dc0ba830e6930678a644802f9f2ab0f51c509e6bbc822cfa,0
danafanum,danafanum\DanaFaNum-ExtraBold.woff2,_downloads\danafanum\DanaFaNum-ExtraBold.woff2,a50568bc7c97c071061c04dbdb52dfc72535bc58ef941233071c8cd11e3cda91,1
RokhNoEng,RokhNoEng\RokhNoEng-HairLine.otf,Fonts\Rokh\Rokh Pro v1.0\None English\otf\RokhNoEng-HairLine.otf,a5141d2a38d02bdc06fa7188c7cd40f1b1e715b823d26e451057f04d8d9c9770,1
IRANSansMobile(FaNum),IRANSansMobile(FaNum)\IRANSansMobile(FaNum) [v3].ttf,Fonts\Iran Sans\IRANSans v5.0\Farsi_numerals\MobileFonts\IRANSansMobile(FaNum).ttf,a5166710d4b31984b84ead4bb9173185ba50a392acf8ed1abbf94ecb0194334d,0
mikhak-ds1,mikhak-ds1\Mikhak-DS1-Thin.woff2,_downloads\mikhak-ds1\Mikhak-DS1-Thin.woff2,a5202f76b9bc493673706fe74287dd20977e66009e7bcf34eac98bfc2cf2172d,1
Falsafeh,Falsafeh\Falsafeh-Bold.otf,Fonts\Falsafeh\Falsafeh-Bold.otf,a5411471e7d0c3d9af5e4c822eef24eee455329e8690a82dc7ccb49e0b2f3be6,2
fonts,fonts\DimaStone.eot,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaStone\fonts\DimaStone.eot,a54170e0588ee547aa770423dc6192290254254930aa41c5c1c673db141c7b32,0
Dima Yekan Web,Dima Yekan Web\DimaYekanWebBold.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaYekanWebBold\fonts\DimaYekanWebBold.otf,a542b27a575c644e1e51cf2fe55b368ccf3d94298953344242575b064b372f6e,0
mikhak-fd,mikhak-fd\Mikhak-FD-Light.woff2,_downloads\mikhak-fd\Mikhak-FD-Light.woff2,a54beb008b858ca9271ff1a7d7014989752eb30c49f27c22513379e3fc0a756d,1
woff,woff\DanaNoEn-Black.woff,Fonts\Dana\Source v3.2\NonEnglish\Webfont NonEn\woff\DanaNoEn-Black.woff,a565789e64d79005d572c6b70b385ef367cbf285a2ff0aa0f3e6212631dd5ab5,0
NPIBardia,NPIBardia\NPIBardiaBoldIranic.ttf,500.Font.Collection\NPIBardiaBoldIranic.ttf,a57a102cc3100c91c0c528b408d9dd321b5554e15671a065f21528081618cf03,0
Katibeh 1.4,Katibeh 1.4\katibeh web.woff,Fonts\Katibeh 1.4\katibeh web.woff,a57f3e20b67fed30aaa451551cfb83e565b89bfee393406c806fc6047b189f79,1
Exo 2,Exo 2\Exo2-ExtraLight.otf,+Mixed Fonts\Exo 2\Exo2-ExtraLight.otf,a5a6d21b8dbdded88e8c6b87fbe1a3ae92a5513633b55e50009676089c3955ef,0
atabay,atabay\Atabay.ttf,Fonts\Atabay\Atabay.ttf,a5a8a08fc7fcf4d90e28d1669a51ec3f0a60a5413ae32e5071ade1603f22ab53,6
eot,eot\IRANSansWeb(NoEn)_Light [v3].eot,Fonts\Iran Sans\IRANSans v5.0\Non_English\WebFonts\fonts\eot\IRANSansWeb(NoEn)_Light.eot,a5ae90043d0bb93410988c79228131a12bc515cf8ceb5e2118c3447407829842,0
woff,woff\IRANSansXNoEn-DemiBoldD4.woff,_downloads\IranSansX Pro\IranSansX Pro\Dot4\NonEnglish\Webfont NonEn\woff\IRANSansXNoEn-DemiBoldD4.woff,a5b222282b70750b18e0f102ede1c639cadb440d914bc70211347f5ac5f35ff0,0
MRT_Barik,MRT_Barik\Barik_MRT.ttf,384.Font.Farsi\Barik_MRT.ttf,a5b55948b914cc50caf43c1f43536c7542aa5404f5581fac0df7bf365b9ec519,0
Golchin-Gray90,Golchin-Gray90\Golchin-Gray90.otf,Fonts\Golchin\opentype-svg color font\Golchin-Gray90.otf,a5cc0136ff23846f863bc3b07b88f7414b5f452d3ce4021b98012da1785ead77,0
fonts,fonts\Dima.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\Dima\fonts\Dima.woff,a5ce30261e13e859a465622029015d72dd65e65aaa3a6883ce64dfa3051d374d,0
MRT_Alex,MRT_Alex\Alex_MRT.ttf,384.Font.Farsi\Alex_MRT.ttf,a5d60c64f3aa4d521fb9579fbf9af8e509683696d7ee1c1fd99287de86d9bcfc,0
fonts,fonts\SGKara Light.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\SGKara Light\fonts\SGKara Light.woff,a5d6e91f5d1d2318566e727a4db19e4d0049323b47190f95db3fab7d32b9ff14,0
IRANSansMobile(FaNum),IRANSansMobile(FaNum)\IRANSansMobile(FaNum)_Black.ttf,_downloads\iransansmobile-fanum\IRANSansMobile(FaNum)_Black.ttf,a5daca6d76f1bb763865f6147fe270cf20c18d2b5ed74333665c50814371632b,1
Dima Shekasteh,Dima Shekasteh\DimaShekasteh.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaShekasteh2\DimaShekasteh.otf,a5ea2c8ab989b34d8f338265e7f6a181ab44c3beaa81d07767542b0c08544b58,0
iransansxfanum,iransansxfanum\IRANSansXFaNum-DemiBold.woff2,_downloads\iransansxfanum\IRANSansXFaNum-DemiBold.woff2,a5f66adc5c05f5aa8b1fd517195f1695bc673f8918e9468c38891d2f59845b10,2
eot,eot\IRANSansWeb(NoEn) [v2].eot,+Unsorted\IRANSans4\IRANSans4\Non_English\WebFonts\fonts\eot\IRANSansWeb(NoEn).eot,a60841daed5a53df5309685e62460f1298aaab594a86511d7e0bf65c68efad42,1
B Mashhad,B Mashhad\Mashad bold.ttf,+Mixed Fonts\Mashad bold.ttf,a60a7d7b2ddcc4390afb3af266e3986fe50ddf3a2b683d557ec79e03d2fc8775,1
Dibaj,Dibaj\Dibaj UltraLight.otf,+Unsorted\Dibaj\Dibaj\dibaj Family\Dibaj otf\Dibaj UltraLight.otf,a60b4a3174b16ea27341e2b4b38adf2b7a34b9c75ff4589f1df23a3d764d8cc3,0
2  Traffic,2  Traffic\STRAFCBD.TTF,384.Font.Farsi\STRAFCBD.TTF,a620f6aa718b26c2e970a356491c29247239d4e5163a7bab7cdee053840aae65,0
Franklin Demo19,Franklin Demo19\Franklin-Thin.otf,Fonts\Franklin\Franklin-Thin.otf,a639ee05a75192ef98cb1455c0196e23a503b308bf234e64d781d3f409fd377f,1
Mikhak-DS2,Mikhak-DS2\Mikhak-DS2-Bold.ttf,_downloads\mikhak-ds2\Mikhak-DS2-Bold.ttf,a63a13727c1731675f521c07c8227516a18b1ef4da85e0b3450fe803c882f889,1
A06Yaqout,A06Yaqout\A06Y.TTF,500.Font.Collection\A06Y.TTF,a64a340de21ef2cc5caf0087aa36318b88e5eed2cd1b9fd87f8fcddb01027f71,0
Morabba,Morabba\Morabba-Black.ttf,_downloads\morabba\Morabba-Black.ttf,a64d97721381eb2ce293cdcab403f4f0e8b060f6c93700b0fda5e45fdedc425a,2
Rose Blush,Rose Blush\RoseBlush.otf,_downloads\Fonts-master\RoseBlush.otf,a6519724d3c49870d8ee0f6ec92261a25a99b738e22ebe34ef4509d567d0461d,0
Graphic,Graphic\Graphic.eot,Fonts\Graphic\Graphic.eot,a657385f55693e2d7e6ceaeb2b2a40304334d660a3b72392c52015534b2dd34d,0
Alexandra Personal Use,Alexandra Personal Use\الکساندر.ttf,+Mixed Fonts\الکساندر.ttf,a657b4c3c3235c02eaa8aa30006c98db7d6c98187f2fe329c25ac262cedb54af,0
Pelak,Pelak\Pelak-SemiBold.otf,Fonts\PELAK\Pelak FontFamily\TTF\Pelak-SemiBold.otf,a65e68f8387a7a71f65dedfc08ac652eff287989e3b783d3900ec5b67ad4a1d1,0
Futura PT Cond Book Italic,Futura PT Cond Book Italic\FuturaPTCondBookOblique.otf,_downloads\Fonts-master\FuturaPTCondBookOblique.otf,a66317fce8283721bd7199481b328b823a53baa319164e45bd9cb1f9bf4f058f,0
woff,woff\Ahang-UltraLight.woff,Fonts\Ahang Pro\webfonts\Ahang\fonts\woff\Ahang-UltraLight.woff,a6656df5dca6876d5b674d133c59c40d00ec107f74fa159ead8609274178d8a7,0
eot,eot\IRANSansWeb(NoEn)_Medium [v3].eot,+Unsorted\IRANSans4\IRANSans4\Non_English\WebFonts\fonts\eot\IRANSansWeb(NoEn)_Medium.eot,a669a83ed49ffe89a76fde30fa337734ece8af9e4bf7ed71db1130b8998a5817,1
iransansweb-fanum,iransansweb-fanum\IRANSansWeb(FaNum)_UltraLight.woff,_downloads\iransansweb-fanum\IRANSansWeb(FaNum)_UltraLight.woff,a66b1e1ceaf60ac7ef70dc3f0ae8a6cc66f1ff6401623de30c4f52c04adbd6a9,2
dana-fanum,dana-fanum\dana-fanum-mediumitalic.woff,_downloads\dana-fanum\dana-fanum-mediumitalic.woff,a66b5ed9a06081e65b55c4ce3c486e094e8f722a62d867b497c9e7bee15a95ed,2
Potk,Potk\Potk Font.ttf,Fonts\Potk Font\Potk Font.ttf,a66e16ada303dd1432911dbc0aaf4eed0442cd4b6391de503eb9ab7dec0e17eb,2
Bl-line,Bl-line\Badee-Bl-line(1).ttf,Fonts\Badee\Source 3 v3.0\Alternative\Badee-Bl-line(1).ttf,a67a4fa8d4ad13ca18a2acc4a211b34ee51b1f88d07cda5f051613d894f9482f,0
SG Kara,SG Kara\SGKara SemiBold.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\Other\SGKara SemiBold\fonts\SGKara SemiBold.otf,a6842f26e215fca2a51db25dcceea070b31f0e2576f67456465034c28a0c7fce,0
Yekan Bakh,Yekan Bakh\YekanBakh-Regular.otf,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\OTF\YekanBakh-Regular.otf,a6900894cd528e1bab122d840e4966be993dead4feb37b6c6cdfdcb651d7d8f1,0
Mj_Pakestan 1,Mj_Pakestan 1\Pakestan.ttf,Fonts\Pakestan\Pakestan.ttf,a69ced9a70d41a6ac240ead581f000d606c45d774b273e4bfeac0e376837cdbf,0
Reckless Standard XL-TRIAL,Reckless Standard XL-TRIAL\RecklessStandardXL-TRIAL-HeavyItalic.otf,_downloads\reckless-font-family\RecklessStandardXL-TRIAL-HeavyItalic.otf,a6a4aeea0ca9d26d0a22c0070c946f10469278d570d38fdc3dcfc002bca092ff,0
ariaweb-fanum,ariaweb-fanum\AriaWebFaNum-Normal.woff,_downloads\ariaweb-fanum\AriaWebFaNum-Normal.woff,a6a4d4444c67991220839b05391f72309b53f6f4053664515e0b5a145620385c,1
Italiano,Italiano\Italiano.otf,+Mixed Fonts\iTaliano\Italiano.otf,a6b5a798aa42a86da52585bcef34da07b80f5b1b4ff7428894ae62a58fc73198,0
IRANSansMobile,IRANSansMobile\IRANSansMobile_UltraLight [v2].ttf,Fonts\Iran Sans\IRANSans v5.0\MobileFonts\IRANSansMobile_UltraLight.ttf,a6b6c30a43edd19af3cc3c010f587f047cb1db2ab14266d297e7455f6b6660ca,0
Dima Medium,Dima Medium\Dima2.ttf,+Unsorted\VIP FONT-@Apkclub\All font\Dima2.ttf,a6b97e08ae12d0104d5837c21c9f5e69f91fcd70cdda8a93c183972da8479720,3
F_mehrab,F_mehrab\F_mehrab.ttf,500.Font.Collection\F_mehrab.ttf,a6bff0cde3a046f226de6a8dda20357bdca1f6c8f6a0bce66c389fd602217764,0
2  Roya,2  Roya\SROYA.TTF,384.Font.Farsi\SROYA.TTF,a6c49158eedba099194e6eb840680e02a67d55c321fb3e50aa72e91fe9e5653e,0
