family,file,source,sha256,duplicate_count
IRANSansWebFaNum,IRANSansWebFaNum\IRANSansWeb(FaNum)_UltraLight.ttf,_downloads\iransanswebfanum\IRANSansWeb(FaNum)_UltraLight.ttf,048b60ed38a93d1a43211642329dca3fb325587a60c264beb75463afe92a7fed,4
29LT Makina,29LT Makina\29LT MAKINA.OTF,+Mixed Fonts\makina\29LT MAKINA.OTF,04a056cd1ea28d783391ee101a27cb2bbdaec6066caa448de3521d3a6eed8925,0
dana-fanum,dana-fanum\dana-fanum-medium.woff,_downloads\dana-fanum\dana-fanum-medium.woff,04a4897e316db8243fb5ff698ed5febffd57318a4ceb9a14b590e5c693f776f8,2
2  Kaj,2  Kaj\SKAJ.TTF,384.Font.Farsi\SKAJ.TTF,04a917a52af624d198a915d87ac40930f26563d4e1622e0a77a1894353b805e1,0
eot,eot\Noora Fa-Num 02 Light.eot,Fonts\Noora\Noora Farsi Numerals (Fa-Num)\web font\eot\Noora Fa-Num 02 Light.eot,04bec65e85a37800788077da269eb4aab2feb04d3013a951acc7c07998f632c8,0
Reckless,Reckless\reckless.ttf,_downloads\Fonts-master\reckless.ttf,04c21cb88b15d1dcf2c414340b15f7d8d7078c35c6a241f07821894cf84c6a45,0
Iran sharp,Iran sharp\iransharp_noen.woff2,Fonts\Iran sharp\iransharp_noen.woff2,04d00991f7a6fedd132a2a65d6e71d7ee840b8e56a0cac28afd849f4037c494f,0
iransansweb-noen,iransansweb-noen\IRANSansWeb(NoEn)_UltraLight.woff,_downloads\iransansweb-noen\IRANSansWeb(NoEn)_UltraLight.woff,04dab7a52131b9dfdc82fb7ad939f60c4403fd922e3d7e578cfed5a1b9d2630a,2
adapter-arabic-variable-preview,adapter-arabic-variable-preview\AdapterArabicVariablePreview-TextBold.woff2,_downloads\adapter-arabic-variable-preview\AdapterArabicVariablePreview-TextBold.woff2,04deb0381ffd369300028ee7d2fdf76a225767b09f5ef8a5ec9296379fa76219,2
Alibaba,Alibaba\Alibaba-Bold.ttf,_downloads\alibaba\Alibaba-Bold.ttf,04e3bc4526ed6b24cf6b853bdd1d07cc8bab0240bb7f7dca275406e0660d17d4,1
fonts,fonts\DimaFarhang.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\Dima\DimaFarhang\fonts\DimaFarhang.woff,04e760c64350ee1b5df70c81f45fe87e1cca8ba5a0bfca0becf71f8cec43d6ae,0
pelak-noeng,pelak-noeng\PelakNoEng-Regular.woff,_downloads\pelak-noeng\PelakNoEng-Regular.woff,04ea09c01f2d5f0e31b3c726fb259203a9b092e26cec81613db0cdc72b940a9d,1
Nazmie,Nazmie\Nazmie.woff2,Fonts\Nazmie\Nazmie.woff2,05164a0aecd6734aa049722fde5e57cc1e9a45dfd5e4ec445f8ac1344a1fcfdd,2
Sail,Sail\Sail.otf,+Mixed Fonts\Sail.otf,052ad70098defcc3a80a54522081f7021118b5ef4c736ee4e509420437aee173,0
fonts,fonts\E Leila.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\E Leila\fonts\E Leila.woff,052b876797e4fe56975d2afb46474e5cc5406cf085aaf11759d0b34ed8369c7e,0
woff2,woff2\Rokh-Regular.woff2,Fonts\Rokh\Rokh Pro v1.0\WebFonts\woff2\Rokh-Regular.woff2,05319ecd7b32f6b9db8c735a6c6ed2b532ad089450285a15e8a0747dad167ea8,1
woff2,woff2\RokhNoEng-Regular.woff2,Fonts\Rokh\Rokh Pro v1.0\None English\WebFonts[NoEng]\woff2\RokhNoEng-Regular.woff2,05370b281192ce2d96691208b53a4a4aa1108622916f9622a635681c2f0a77a7,1
Digi-Sozan,Digi-Sozan\Digi Sozan Bold.woff2,Fonts\Digi-Sozan\Digi Sozan Bold.woff2,054d44fa216f96a258dcacdf402312e00cbfe1546ec4b07dc657fcfdd2b89174,1
morabba,morabba\Morabba-Black.woff,_downloads\morabba\Morabba-Black.woff,055c663e838f72641c6de6d9246cd515a9c9b8b21d9e99622929a09b11c2682d,2
Mellat,Mellat\Mellat.ttf,+Unsorted\VIP FONT-@Apkclub\All font\Mellat.ttf,055e3b9fa8881c285b45435264749f02a35cfa94cf2bd2f5332195fa60260aee,1
pinar-ds4-fd,pinar-ds4-fd\Pinar-DS4-FD-Black.woff2,_downloads\pinar-ds4-fd\Pinar-DS4-FD-Black.woff2,0566457a9116a3f6c989a2ee87bb3051bbb57fc5b26d8f0ea89d1bcdc086d740,2
Balvardi Basic,Balvardi Basic\Balvardi 2.ttf,+Unsorted\+From David\فونت فارسی خریداری شده\Balvardi 2.ttf,056645f5874f4560cdb5e89144db9181b07142d47ceca3d4de1661df674d1b35,1
A Negaar,A Negaar\نگار.ttf,+Mixed Fonts\نگار.ttf,0568c97b68bc83aca3b5eb63ecfebb796f87d90877c0ece75873cebc534931b0,0
Mj_Casablanca Light,Mj_Casablanca Light\Mj_Casablanca Light.ttf,500.Font.Collection\Mj_Casablanca Light.ttf,056da4649f840060c718e34110285565750e45013c0e3bc6e62b69289f6440a4,0
woff2,woff2\IRANSansWeb(FaNum)_Light.woff2,Fonts\Iran Sans\IRANSans v5.0\Farsi_numerals\webFonts\fonts\woff2\IRANSansWeb(FaNum)_Light.woff2,057168b85c3f5eb8ccc113dacb6dcc5cef407c24809046efc92cdab204f7d623,0
dana,dana\dana-mediumitalic.woff2,_downloads\dana\dana-mediumitalic.woff2,05745161b17702ea599511cf418016ae1daa5aac12b476f1954f9e8d31da2abe,2
HENDESE BETA,HENDESE BETA\HENDESE Bold.ttf,Fonts\Hendese\HENDESE Bold.ttf,0582bd005718f6f6293129658a7e201618f91b41e122a0070f514d3d74f816a1,1
Aria,Aria\Aria-Light.otf,Fonts\Aria\Source 2\Farsi Numeral\otf\Aria-Light.otf,0587914ec36be002a2846eb758f0645f72c1594d6b2d6774df25a710a1e5b6f5,0
Fonts-master,Fonts-master\medium.woff2,_downloads\Fonts-master\medium.woff2,05958499904bb97e48c6a0d908f8c30ba9dc35759a8a5e50aed47da687b4e00b,0
EntezareZohoor 4 **,EntezareZohoor 4 __\Entezar4_v2.0.1.ttf,Fonts\EntezareZohoor\Entezar4_v2.0.1.ttf,05a35ba02f3aee2971ddad7258c9a34a5997458962db142802315272a71a18ed,2
IRANSansWebNoEn,IRANSansWebNoEn\IRANSansWeb(NoEn).ttf,_downloads\iransanswebnoen\IRANSansWeb(NoEn).ttf,05a49078141e3cf8e7e22e6d835b993f9529bd70131bd1550f265a41f2dcf3f2,3
Kio,Kio\Kio.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Kio\fonts\Kio.otf,05aee20fcd8946c246bbe096780f0b8cd51603850bf716f6a31dc29e95360295,0
IRANSansSmall,IRANSansSmall\IRANSans(Small)_Medium.ttf,_downloads\iransanssmall\IRANSans(Small)_Medium.ttf,05c55edaccff79e5fbdf1373dcde14bfc461f4f247218b0d85a206d93a56fcaa,3
iranyekanwebfn,iranyekanwebfn\iranyekanwebmediumfanum.woff,_downloads\iranyekanwebfn\iranyekanwebmediumfanum.woff,05c77f7b64950d5691bfd36edf0efb155bf0bf45d05224e24cb5e087ef976f0e,3
Disco Deck Expanded,Disco Deck Expanded\discodeckexpand.ttf,+Mixed Fonts\Disco Deck\discodeckexpand.ttf,05c9331457ff50528bf88af2a8b5e8a007293c5c7d348a137d242e8c957b9883,0
Farsi-Digits-Without-Latin,Farsi-Digits-Without-Latin\Dirooz-FD-WOL.eot,Fonts\Dirooz Font v0.2.1\Farsi-Digits-Without-Latin\Dirooz-FD-WOL.eot,05cbe1b5ceba6d6300807ce199f762ebae6c001ef718b5cd735599e29191988f,0
NPIAkram,NPIAkram\NPIAkram.ttf,500.Font.Collection\NPIAkram.ttf,05ccef74990fd11c7bfa918b6a74b0e8a04b539f951aa0b83c4165acd7230a1c,0
anjoman-noen,anjoman-noen\Anjoman-NoEn-CondensedExtraBold.woff2,_downloads\anjoman-noen\Anjoman-NoEn-CondensedExtraBold.woff2,05de31fbd0d107792ba79835099efea0cd4b2181b5c2d72cb0453ff4abdeaf76,2
Reckless Wide XL-TRIAL,Reckless Wide XL-TRIAL\RecklessWideXL-TRIAL-Bold.otf,_downloads\reckless-font-family\RecklessWideXL-TRIAL-Bold.otf,05de59dcf2e95450cf14be27cadd67f6fa711ef9a3f4bb8f497efa498935fb14,0
onvan-lite,onvan-lite\Onvan-lite.woff,_downloads\onvan-lite\Onvan-lite.woff,05ebeed121d94e360f8f7b8c16d9310cbc26428885274a26b59f356a7ca58375,2
NPICompset,NPICompset\NPICompsetBoldIranic.ttf,500.Font.Collection\NPICompsetBoldIranic.ttf,060487bc2758cb3da57872e857b77364659da3c5fc666af6d9f13193cc541218,0
Reckless Wide XL-TRIAL,Reckless Wide XL-TRIAL\RecklessWideXL-TRIAL-BoldItalic.otf,_downloads\reckless-font-family\RecklessWideXL-TRIAL-BoldItalic.otf,060524105a61e563c08ad20ec6ae80535bfc4b3df4098176edeeb8d1dd1581a9,0
B Sahra,B Sahra\BSahra.ttf,384.Font.Farsi\BSahra.ttf,0605a2b4d0541c82c3b3ca1938a02b8eb3336c2492563bd0f27551abf05a5fc9,0
_eot,_eot\KalamehWeb-Bold.eot,Fonts\Kalameh Pro\Source 2 V4.0\01- Standard Fonts\WebFonts\_eot\KalamehWeb-Bold.eot,060cf256f2537062d039abb28d39e6e101b89d04e2d0a9018037a19c96cf984b,1
FarhangNoEn,FarhangNoEn\FarhangNoEn-DemiBold.otf,_downloads\farhangnoen\FarhangNoEn-DemiBold.otf,0626d109d26026cc9bc9db1456298a85d0a54defdd6ea40f7e94068cda8a5f3d,2
rokh,rokh\Rokh-SemiBold.woff2,_downloads\rokh\Rokh-SemiBold.woff2,0627d7a2b4dc6bb8d2d6a094a36dbde52dc70cb030d6a803c12288d8862c8e04,2
woff2,woff2\IRANSansX-BlackD4.woff2,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Webfonts\fonts\woff2\IRANSansX-BlackD4.woff2,0629ca991fdddaf5bdffb76edd5d14f7d56730b3f37806f7613102684c1baf20,0
NPIArya,NPIArya\NPIAryaIranic.ttf,500.Font.Collection\NPIAryaIranic.ttf,062bf1c18f4b55bb17f7bf9534b170d7427318fa07f530774eeb71aeef09ecc8,0
Reckless Standard S-TRIAL,Reckless Standard S-TRIAL\RecklessStandardS-TRIAL-LightItalic.otf,_downloads\reckless-font-family\RecklessStandardS-TRIAL-LightItalic.otf,063416815baf216358a0be4f24b06eb87d26ae9ac393835c43b6b8bed478309d,0
Farang,Farang\Farang.otf,_downloads\farang\Farang.otf,0634ac5e1e1789a822a5dc3821871efb67f6f9bf044d5d4a10239c7ef278d12d,1
MRT_Classic,MRT_Classic\Classic_MRT.ttf,384.Font.Farsi\Classic_MRT.ttf,064defe780ad12084586496e781dc5b3909b4235690bb92c2052a344950e614b,0
woff2,woff2\dana-thin.woff2,Fonts\Dana\Source v2.0\webfonts\fonts\woff2\dana-thin.woff2,064fcc1d5f2b94d825ddc4a141ada4043f65ba542b1a014ca83637129e055151,1
Dana_Variable,Dana_Variable\Dana_Variable.ttf,Fonts\Dana\Source v2.0\variable fonts\Dana_Variable.ttf,064fd96d9804c5c1c2f2d9bf3b9e2ad6ec700b061eb8e47865873342d53747e8,1
FarhangNoEn,FarhangNoEn\FarhangNoEn-ExtraLight.otf,_downloads\farhangnoen\FarhangNoEn-ExtraLight.otf,065031aa3f3f05a02ca6e5ecf8457ad3ee71481918788a3badf84c5cb2f98fb3,2
Fixer,Fixer\Fixer Line.ttf,_downloads\Fonts-master\Fixer Line.ttf,065b30d3ae336aeb48207725c6edf6c2c0579a182f857fdef389cb6f042e3098,0
A nic,A nic\A Nic.ttf,+Unsorted\VIP FONT-@Apkclub\All font\A Nic.ttf,065beb742e233dbe21699f7fb469069af31c977499c7f398041d8802c6713631,3
B Cheshmeh,B Cheshmeh\BChshmhB.ttf,384.Font.Farsi\BChshmhB.ttf,066044bc0bfc8c4cfc05d2f27f4fb010b8a5c6902a37c2fdba88f3daafabd915,0
manshoor,manshoor\Manshoor-Black.woff2,_downloads\manshoor\Manshoor-Black.woff2,0663c6722603c776ebed607240de1b9dd10e5ae0914dba2cb0c15ef890614c9b,1
IRANSansDN,IRANSansDN\IRANSansDN-Bold.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\IRANSansDN-Bold\fonts\IRANSansDN-Bold.otf,066649795e1346d1d24a1bded9864bf2ac688ce51b730a1e3359a0cf91427b56,0
OptimusPrinceps,OptimusPrinceps\optimusprinceps.ttf,+Mixed Fonts\optimusprinceps.ttf,06728ee969ed5f5e52747f167be98a61303dffbe4973a83971cb18a9b002d5da,1
Hello Christmas,Hello Christmas\Hello Christmas.ttf,+Mixed Fonts\Hello Christmas.ttf,067db4a0cc793c1c8ee787b8699566b2452cfc6caf6848bd5b7794920017e3c7,0
Mikhak-DS1-FD,Mikhak-DS1-FD\Mikhak-DS1-FD-ExtraBold.ttf,_downloads\mikhak-ds1-fd\Mikhak-DS1-FD-ExtraBold.ttf,06855aecce5c5be099a4bb9900bc4bcc35e15c3e0fad05eb0962118723f3b537,1
Hagrid,Hagrid\Hagrid-LightItalic.otf,_downloads\hagrid\Hagrid-LightItalic.otf,0687257ce9a8fedbe2ba9dfe5de736bd7fdf813bb7d1fbb07b9393399abef2bf,1
MRT_Nazila Cow,MRT_Nazila Cow\Nazila Cow_MRT.ttf,384.Font.Farsi\Nazila Cow_MRT.ttf,068e8c1e924d604cbab055a64ca913c323faa18662a3317ae9fa9d286fb77749,0
Woff,Woff\IRANSansXFaNum-UltraLight.woff,_downloads\IranSansX Pro\IranSansX Pro\Farsi numerals\Webfonts\fonts\Woff\IRANSansXFaNum-UltraLight.woff,06a1b4fedd22223e1904280527e0dec63c258dc2ae9ec8462cb5e8dfcad8c420,0
woff2,woff2\RokhFaNum-Regular.woff2,Fonts\Rokh\Rokh Pro v1.0\Farsi Numeral\WebFonts[FaNum]\woff2\RokhFaNum-Regular.woff2,06a5d22048ef4a946ca3085ab8019f0f7f103ed57aa8bf8f4e3d5147606d2c71,1
kalamehweb-fanum,kalamehweb-fanum\KalamehWeb(FaNum)-SemiBold.woff,_downloads\kalamehweb-fanum\KalamehWeb(FaNum)-SemiBold.woff,06abc37defc3f10510c152d7114326efc1bfe5a47dc5e3efedeb32b20ec0c7c2,2
colakfanum,colakfanum\Colak.woff,_downloads\colakfanum\Colak.woff,06aef03b504c3535b7488deb0b7a9f77837e508278e2eb6932f130eb2fd5a278,3
RoyaBakh-Heavy,RoyaBakh-Heavy\RoyaBakh-Heavy.ttf,Fonts\Roya Bakh\RoyaBakh-Heavy.ttf,06ce6db93b65e449a56a9cdaa53d2c2d7bde14922db91103aa41e9bbbbc95bca,0
Sultan Normal,Sultan Normal\Mj_Aman.ttf,+Mixed Fonts\Mj_Aman.ttf,06d5ac1c8ef2f2ea6f96237976e6fdbb9e24fe044e625f11ace6843d0afcad91,0
Abdo Rajab,Abdo Rajab\Abdo.Fonts_Abdo.Rajab.Light.ttf,+Mixed Fonts\رجب\RAJAB-Fonts\Abdo.Fonts_Abdo.Rajab.Light.ttf,06eb9b8284fc5c8d31576773ca97525655c29c44973e3663b11b140d42e20673,0
Yekan Bakh,Yekan Bakh\YekanBakh-Thin.otf,_downloads\YekanBakh 2 Pro\YekanBakh 2 Pro\Yekan Bakh Family\OTF\YekanBakh-Thin.otf,06f023e9d7e5ea55f4422b49c712ba520a4867bd50c5a931a48c2d4965caa40f,0
shifteh,shifteh\Shifteh.woff2,_downloads\shifteh\Shifteh.woff2,06f3deb3a60e870bb06cb31e323e6ded25382019bfa2039571ed1d550cc1100d,1
fonts,fonts\dana-regular.woff,+Unsorted\VIP FONT-@Apkclub\Categuries\FontIran.com\dana-regular\fonts\dana-regular.woff,06fdc3b6f6118383690ab2437e723ea8712e44adf80388ee8ac0cd1d1a0013d0,0
DimaLatifi,DimaLatifi\دیما لطیفی .ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\برخی از فونت های دیما\دیما لطیفی .ttf,06fdd0f189a16dee972c9aa480aab819fc88fad381fa61c055ce97dcddf4cd31,1
mikhak-ds1-fd,mikhak-ds1-fd\Mikhak-DS1-FD-Regular.woff2,_downloads\mikhak-ds1-fd\Mikhak-DS1-FD-Regular.woff2,070ea6c66be6f81db2cfff7c6d634158a6d0dd9274b565e57d2596a12d48b010,1
woff,woff\IRANSansX-LightD4.woff,_downloads\IranSansX Pro\IranSansX Pro\Dot4\Webfonts\fonts\woff\IRANSansX-LightD4.woff,07205eefd40a493bb77fb4dd3779def5b8bd7a8c0c78ac5a8725f468f44e7ff1,0
MRT_Lab,MRT_Lab\Lab_MRT.ttf,384.Font.Farsi\Lab_MRT.ttf,0727c51484cce4b9eb336df905e6ed2fbc6d7df7232f716bf269570f6229faef,0
Dima Nastaligh Tahriri,Dima Nastaligh Tahriri\دیما نستعلیق تحریری.ttf,+Mixed Fonts\دیما نستعلیق تحریری.ttf,072efce34e3d44e660bc3738975451bf002bf17e290539be95f507a081f10deb,8
Alef,Alef\Alef.ttf,+Unsorted\VIP FONT-@Apkclub\VIP FONT\VIP FONT\الف\Alef.ttf,0740bcbc45f79571e927dfffb730f3c70f55bc39b13bec5c728f72411d686551,2
MicroSquare,MicroSquare\Microsquare.ttf,+Mixed Fonts\Microsquare.ttf,07460894d640ef1ce1d6974bc851ef77a460be17ff0113b95ec712367e4b2c64,0
Mj_Sayeh-2,Mj_Sayeh-2\Mj_Sayeh-2.TTF,500.Font.Collection\Mj_Sayeh-2.TTF,075b7118c8a93aea7b3da0496cbd467bbb39db0f3e386cee6d8b9b8df75bef56,0
RokhFaNum,RokhFaNum\RokhFaNum-Bold.otf,_downloads\rokhfanum\RokhFaNum-Bold.otf,07624e626dbe46f7179bbe34fafa0aabbe3ac020d79ae509f0dfeb3152c661da,3
NPIGhalam-1,NPIGhalam-1\NPIGhalam-1.ttf,500.Font.Collection\NPIGhalam-1.ttf,0764fc05de29664ce085e0382833cdb207615ac0420a31945e3191370a1e8094,0
eot,eot\AriaWeb-Regular.eot,Fonts\Aria\Source 2\Webfonts\eot\AriaWeb-Regular.eot,076d59347cfa9c0b8ff7bd240b13d63d771ce5ace2ab78055f41a61fd7f68a5f,0
Meila Line Light,Meila Line Light\Meila Line Light.otf,_downloads\Meila\Meila Line Light.otf,076d80b4cf08cb236e9e54e923de461699f5ceaaea237aae410239ee0a9182d4,0
harir,harir\Harir-Bold.woff,_downloads\harir\Harir-Bold.woff,077362d343a7c5731c118ff48db115711aa822d5bb554bb6d5d82e5dcc7fac78,1
Anjoman,Anjoman\Anjoman-UltraBold.ttf,Fonts\Anjoman_Pro\01 - Anjoman Font Family\01- Base\Anjoman-UltraBold.ttf,07871d67246acfb24add653b39ade30e444409c66254ed9b0cebcfd40ac79691,1
ZFDelnaz,ZFDelnaz\ZFDelnaz.ttf,Fonts\Delnaz\ZFDelnaz.ttf,07883d85d181e395ade42d70403b77f8b4e5cd8046427c33a99a4a6434a2b5c7,1
woff2,woff2\IRANSansWeb_Light.woff2,_downloads\IranSansX Pro\IranSansX Pro\Old version\IRANSans5.5 (No support)\WebFonts\fonts\woff2\IRANSansWeb_Light.woff2,0788bc490dca49b1eb2d8d9d048e365432486b4bdcebca9343e20adccee41e39,3
Reckless Condensed M-TRIAL,Reckless Condensed M-TRIAL\RecklessCondensedM-TRIAL-Bold.otf,_downloads\reckless-font-family\RecklessCondensedM-TRIAL-Bold.otf,078bbef6cccff0a63260d3004fafe21fd7a224e60559c1c51cd61cc3e74c7f17,0
IRANSansX,IRANSansX\IRANSansX-Thin.otf,_downloads\IranSansX Pro\IranSansX Pro\iransansX family\Otf fonts\IRANSansX-Thin.otf,078c606e77ecc8bc18371f2e5d3a020ad11c9d6c1741f6633db3e783854a8f1c,0
?,_\Tajrid-Light.otf,_downloads\tajrid\Tajrid-Light.otf,0792d5c8ddf1cc6da6564bc8ff4e4e0264d3f731ad9075ec5196c34587bf97d7,1
Hudhud AR,Hudhud AR\Hudhud AR Bold.otf,Fonts\Hudhud\Hudhud AR Bold.otf,07960a67032132963324202ffc40ddb5755f82067ecd76712fa09d190ddfbe5c,1
woff2,woff2\DanaNoEn-Hairline.woff2,Fonts\Dana\Source v3.2\NonEnglish\Webfont NonEn\woff2\DanaNoEn-Hairline.woff2,0796794891269c777f4757f5f5b02e544a439fc7e3bae6290770f78d1277c913,0
Elephant,Elephant\Elephant-Outline.otf,_downloads\Fonts-master\Elephant-Outline.otf,07a32cb6844580179b945fa60527e3c4132c91cbc442540e609ff6814566d061,0
sofi,sofi\Sofi.otf,+Unsorted\VIP FONT-@Apkclub\Categuries\MaryamSoft.com\Sofi\fonts\Sofi.otf,07a8dc878eb0877cca1399d63bdb3cd8cb14d44ad50c718e34868afb9d0783a1,0
Gandom,Gandom\گندوم.ttf,+Mixed Fonts\گندوم.ttf,07af53f792069cf8347aaeac2db20970f00130396a0e8a53b63fea51b07a098e,0
A Rezvan-fat,A Rezvan-fat\Rezvan-fat  [@FONTBARTAR].ttf,+Mixed Fonts\رضوان\Rezvan-fat  [@FONTBARTAR].ttf,07b9be787fc4340e0aa3561de3c392badea1e6b4eacacb8176f507992a2251b8,0
NPINami,NPINami\NPINami.ttf,500.Font.Collection\NPINami.ttf,07c0fd921fdc45102b5709a5dc589235480df4cfcc26bb579b114f049b91ced1,0
iransansweb-noen,iransansweb-noen\IRANSansWeb(NoEn)_Medium.woff,_downloads\iransansweb-noen\IRANSansWeb(NoEn)_Medium.woff,07c3dc5d67ffecf116f9153169ee4a6a4ecef8f261830e0370e7d0beb6d15312,2
mikhak-ds2,mikhak-ds2\Mikhak-DS2-Light.woff2,_downloads\mikhak-ds2\Mikhak-DS2-Light.woff2,07c63d1df1a3c67fc5d9f2c0d0a80b14c0a8b62e37008be641e38a72b2ed3837,1
AmirHafezi,AmirHafezi\AmirHafezi.ttf,Fonts\AmirHafezi\AmirHafezi.ttf,07c8695bd5b29edad61ef3f10b34a0f17516b54e486c31b83725bdca20405a0f,5
03- Eot,03- Eot\Anjoman-NoEn-MediumItalic.eot,Fonts\Anjoman_Pro\03 - Anjoman Non English\03- Eot\Anjoman-NoEn-MediumItalic.eot,07d3587245e799cb8ad13f4e35b021a65153787bdc5424959737086ee8085be5,1
Balvardi Dastnevis Free,Balvardi Dastnevis Free\روح الله بلوردی.ttf,+Mixed Fonts\روح الله بلوردی.ttf,07d5344816517cd844d73f0f23efa7fd5b1c5c396ed6f412e52e0e698c568943,1
iransansonlynumeral,iransansonlynumeral\IRANSansOnlyNumeral_Black.woff,_downloads\iransansonlynumeral\IRANSansOnlyNumeral_Black.woff,07d54bdb7ecd8133e396324efcf1d5b2d0d1f957d503b1e180652c4fc5a76dd2,3
Pelak,Pelak\Pelak-ExtraBold.otf,Fonts\PELAK\Pelak FontFamily\TTF\Pelak-ExtraBold.otf,07d8c05f85d136aa20e2b10dd665d6e46e65cc28b5c65d574dbaad025c92cd45,0
IR Momken,IR Momken\IR Momken.ttf,Fonts\IR Momken\IR Momken.ttf,07dac7edc64dd5904da14a6351751ff6844509fb0ef15694277cea742204f30e,0
damavand,damavand\Damavand ExtraBold.woff,_downloads\damavand\Damavand ExtraBold.woff,07e81eb255789919a980309c7ed895d5ba8abc8c6fb2bc320ad8b85339d77531,1
kalamehweb,kalamehweb\KalamehWeb-ExtraLight.woff2,_downloads\kalamehweb\KalamehWeb-ExtraLight.woff2,07eb9833ab47fffd44c22b08e933d6779c8700df8fb3a3b20d7acdf7fbc40337,2
rokh,rokh\Rokh-Black.woff,_downloads\rokh\Rokh-Black.woff,07f02b5af28b6d23bbe09ec134ca76e182b451340ec5cdbed2d8ef2bc67d46b0,2
eot,eot\PeydaWeb-Bold.eot,Fonts\Peyda Pro\Source 3 V1.0 Full\PeydaWeb\eot\PeydaWeb-Bold.eot,07f8c980f800e339e25b3b872b3112d51b1ece1bd9256f29eb30925f4dce272d,0
RokhNoEng,RokhNoEng\RokhNoEng-Black.ttf,_downloads\rokhnoeng\RokhNoEng-Black.ttf,0801488edf395cf19fc5685549fc1f523ed229c6fba7f8da46975a0739e25bb3,2
iransanswebfanum,iransanswebfanum\IRANSansWeb(FaNum)_Medium.woff,_downloads\iransanswebfanum\IRANSansWeb(FaNum)_Medium.woff,08078d5df8e802fbe52b5930875f24350fabb415723738bcb0fff31c5550ea7b,4
Hagrid,Hagrid\Hagrid-Heavy.otf,_downloads\hagrid\Hagrid-Heavy.otf,0818a9dfd9267380f1c4295553728457b35fb666cdeca38c229ec88e77d2bacf,1
Dibaj FaNum,Dibaj FaNum\Dibaj FaNum Black.otf,+Unsorted\Dibaj\Dibaj\Farsi-Num\otf\Dibaj FaNum Black.otf,0822b57132db588de27e9aecdb605e8c7f3259be3d2e4d9ee6a9fc9ff44cf2ec,0
NPIAramBook,NPIAramBook\NPIAram BookIranic.ttf,500.Font.Collection\NPIAram BookIranic.ttf,082a1245a5f28f1c0130d3a5ecbbf0971175adae3ef1218a672dd3cb528734e6,0
03- Eot,03- Eot\Anjoman-ExtraBoldItalic.eot,Fonts\Anjoman_Pro\01 - Anjoman Font Family\05- Webfonts\03- Eot\Anjoman-ExtraBoldItalic.eot,0833d0efb5d26865c0bbe395695a5d522c240fb71e3948219f3201080ea573d7,1
Farhang,Farhang\Farhang-BoldSharp.ttf,Fonts\FarhangPro\Source 4 v1.4\Farhang Sharp\Farhang-BoldSharp.ttf,083b622393736f5701b294128f415fde00077675121af047aaa861aae9498258,0
dana-noen,dana-noen\dana-noen-regular.woff,_downloads\dana-noen\dana-noen-regular.woff,083fc4d55025af4fa8f3e45c7df006a7f730a33941bc83103ae92338c02bbe6f,2
Woff2,Woff2\PeydaWeb-SemiBold.woff2,Fonts\Peyda Pro\Source 3 V1.0 Full\PeydaWeb\Woff2\PeydaWeb-SemiBold.woff2,084a0b3722830148e1a7980fd8631e2a252550f02ede76f8e50fcc81a1e57b80,0
kolahak,kolahak\kolahak.otf,Fonts\Kolahak\kolahak.otf,085384648c9443a73c24f80fc0f88f9f5030f675464af1c1dcec77c72b0d3c7d,1
anjoman-noen,anjoman-noen\Anjoman-NoEn-SemiBold.woff2,_downloads\anjoman-noen\Anjoman-NoEn-SemiBold.woff2,0855d96ed8906115a4466e7db9f52e466570e696e6cbabbbabf7ba3a1dca5384,2
Qasida,Qasida\Qasida.ttf,_downloads\Qasida\Qasida.ttf,085ed9091e78f3a5dd8422a6f9647ee4f31964cae19bb7b780045f62257e74db,0
anjoman,anjoman\Anjoman-CondensedExtraBoldItalic.woff,_downloads\anjoman\Anjoman-CondensedExtraBoldItalic.woff,0878d04d4159cbebba6224db866a41344a13628072bd1bc8c190cc2d502c67b7,2
Lemonada,Lemonada\4-Lemonada Bold @i_font (3).ttf,+Mixed Fonts\fonts lemonada\@i_font fonts lemonada\4-Lemonada Bold @i_font (3).ttf,087de10ff69030b17235fe8040031c33c8678009cb99b62217e56023c2afb91c,0
Yekan Bakh,Yekan Bakh\YekanBakh-SemiBold.ttf,_downloads\yekan-bakh\YekanBakh-SemiBold.ttf,088ceaf41a3422720923a5d8970f9475b6818f80cd50ebce6c532cd1d58b218b,1
ariaweb,ariaweb\AriaWeb-Normal.woff2,_downloads\ariaweb\AriaWeb-Normal.woff2,08a28e96ecbd463f608d382eba43a473893567d09af6f3700d1d0e00c4832b8a,1
Aria,Aria\Aria-Light.ttf,_downloads\aria\Aria-Light.ttf,08a98510040bdac823bdd33b115b7133e55a90f30b38f65e52568587d3bc8391,3
